min_tcp_window_size,max_tcp_window_size,avg_tcp_window_size,std_dev_tcp_window_size,min_data_bytes,max_data_bytes,avg_databytes,std_dev_databytes,std_dev_databytes,total_data_bytes,Processing_time
2437.796437,2439,2439,0.094483844,75.0858342,11984.07041,2196.396579,2181.559113,2020.88,849868.1593,2020-12-11T00:20:35.995+09:00
2437.816794,2439,2439,0.090035459,73.97725078,12024.86336,2201.517921,2193.920202,2305.17,853662.0433,2020-12-11T00:25:25.963+09:00
2437.835114,2439,2439,0.093031913,72.97952571,11963.97703,2206.534129,2180.179181,2056.51,856111.539,2020-12-11T00:30:46.896+09:00
2437.851603,2439,2439,0.099728722,72.28157313,12075.97933,2202.980716,2181.560263,2193.99,858860.2851,2020-12-11T00:35:37.332+09:00
2437.966443,2439,2439,0.08975585,72.65341582,12017.08139,2221.689644,2203.885237,2404.81,859972.7566,2020-12-11T00:40:28.506+09:00
2437.969798,2439,2439,0.091780265,72.88807424,11978.97325,2198.18768,2187.381713,2038.85,863971.6809,2020-12-11T00:45:18.909+09:00
2437.872818,2439,2439,0.094602238,71.49926682,11971.07593,2205.585912,2198.115542,2294.72,864826.0128,2020-12-11T00:50:38.852+09:00
2437.885537,2439,2439,0.090142014,70.44934013,11892.96834,2196.465321,2182.232988,2039.29,867147.5116,2020-12-11T00:55:29.049+09:00
2437.896983,2439,2439,0.093127813,70.30440612,11722.4715,2195.000789,2174.904689,2108.95,869014.7604,2020-12-11T01:00:19.585+09:00
2437.907285,2439,2439,0.092815032,70.27396551,11894.72435,2180.35271,2154.36622,1969.52,835374.7844,2020-12-11T01:05:40.204+09:00
2437.916556,2439,2439,0.088533529,69.44656896,12013.65192,2200.595439,2174.819598,2358.9,839285.3059,2020-12-11T01:10:30.541+09:00
2437.924901,2439,2439,0.090680176,69.30191206,12095.18672,2198.698895,2186.873638,2295.36,842840.0753,2020-12-11T01:15:20.658+09:00
2437.932411,2439,2439,0.089612158,68.77172086,12185.96805,2183.110005,2185.792274,2176.06,849256.6678,2020-12-11T01:20:40.981+09:00
2437.739169,2439,2439,0.096650942,70.49454877,12140.77125,2169.045005,2174.007047,2067.94,854199.301,2020-12-11T01:25:30.349+09:00
2437.765253,2439,2439,0.097985848,69.84509389,12235.09412,2171.268504,2183.229342,2266.23,857964.3709,2020-12-11T01:30:20.656+09:00
2436.988727,2439,2439,0.134187263,70.5605845,12199.28471,2177.581654,2189.143408,2242.37,860873.7338,2020-12-11T01:35:40.432+09:00
2437.089855,2439,2439,0.125768537,70.60452605,12148.65624,2181.067489,2193.079067,2228.5,862177.6604,2020-12-11T01:40:30.988+09:00
2437.080869,2439,2439,0.127191683,70.14407345,12102.29062,2164.55274,2179.672161,2059.01,865668.4944,2020-12-11T01:45:21.492+09:00
2437.272782,2439,2439,0.114472515,69.3296661,11910.86155,2154.668466,2163.542944,2018.38,868133.745,2020-12-11T01:50:40.875+09:00
2437.345504,2439,2439,0.114025263,68.89669949,11883.3754,2155.167619,2165.22465,2180.36,870298.3705,2020-12-11T01:55:30.965+09:00
2437.410954,2439,2439,0.111622737,68.10702954,11730.83786,2155.246857,2164.940185,2162.38,871447.2334,2020-12-11T02:00:20.642+09:00
2437.469858,2439,2439,0.113460463,71.79632659,11852.75407,2152.015172,2177.599167,2291.53,836526.5101,2020-12-11T02:05:40.348+09:00
2437.522872,2439,2439,0.113114417,72.31669393,11975.87867,2148.901654,2184.20925,2243.7,841102.2591,2020-12-11T02:10:32.134+09:00
2437.570585,2439,2439,0.112802975,71.78502454,11940.9908,2138.350489,2172.586325,2067.98,845675.2332,2020-12-11T02:15:23.581+09:00
2437.613527,2439,2439,0.110522678,71.10652208,11831.49172,2143.05144,2173.112692,2177.85,850051.7098,2020-12-11T02:20:43.516+09:00
2437.652174,2439,2439,0.10747041,70.49586988,11817.74255,2133.745296,2167.963423,2121.62,853811.2389,2020-12-11T02:25:33.509+09:00
2437.686957,2439,2439,0.109723369,73.14628289,11799.56829,2154.298766,2196.606081,2454.39,855685.315,2020-12-11T02:30:24.409+09:00
2437.618261,2439,2439,0.114751032,74.9316546,11783.21146,2167.35989,2198.502473,2215.57,857628.6835,2020-12-11T02:35:45.339+09:00
2437.656435,2439,2439,0.111275929,77.33848914,11873.89032,2153.729901,2184.086225,2054.34,861841.7151,2020-12-11T02:40:36.472+09:00
2437.690791,2439,2439,0.112148336,77.60464023,11994.90129,2160.769911,2201.565603,2358.88,863733.2436,2020-12-11T02:45:27.109+09:00
2437.721712,2439,2439,0.112933502,75.9441762,11952.31116,2131.36792,2175.342043,1939.33,868270.6193,2020-12-11T02:50:47.619+09:00
2437.749541,2439,2439,0.108640152,76.74975858,12007.68004,2156.831128,2198.346838,2405.39,869009.8573,2020-12-11T02:55:37.991+09:00
2437.774587,2439,2439,0.107776137,75.77478272,12115.31204,2162.150015,2207.153155,2286.41,869404.6716,2020-12-11T03:00:28.785+09:00
2437.797128,2439,2439,0.102998523,78.59730445,12139.28083,2166.255013,2209.472839,2230.35,834900.4044,2020-12-11T03:05:19.342+09:00
2437.817415,2439,2439,0.103698671,84.13757401,12009.25275,2141.219512,2173.495555,1849.7,841457.764,2020-12-11T03:10:40.720+09:00
2437.835674,2439,2439,0.103328804,81.72381661,11993.12747,2147.236561,2184.342,2281.96,846248.2876,2020-12-11T03:15:31.166+09:00
2437.852106,2439,2439,0.105995923,82.95143495,11952.51473,2158.561905,2187.5968,2216.89,849330.3588,2020-12-11T03:20:21.200+09:00
2437.866896,2439,2439,0.106396331,80.95629145,12018.66325,2160.489714,2183.45812,2146.21,853035.223,2020-12-11T03:25:41.204+09:00
2437.880206,2439,2439,0.105756698,79.06066231,11939.99693,2151.791743,2176.481308,2113.69,857100.1007,2020-12-11T03:30:31.674+09:00
2437.892186,2439,2439,0.105181028,77.65459608,11764.79724,2151.667569,2185.060177,2262.27,858272.2906,2020-12-11T03:35:22.044+09:00
2437.902967,2439,2439,0.099662925,76.18913647,11751.91751,2149.035812,2178.029159,2114.75,861709.9615,2020-12-11T03:40:42.777+09:00
2437.71267,2439,2439,0.106696633,74.67022282,11885.12576,2145.562231,2179.636243,2194.1,864973.8654,2020-12-11T03:45:33.028+09:00
2437.741403,2439,2439,0.10902697,77.10320054,11860.21319,2171.308008,2197.520619,2358.48,864985.2788,2020-12-11T03:50:23.469+09:00
2437.767263,2439,2439,0.107124273,78.99288048,11863.59187,2177.827207,2215.918557,2381.5,866381.151,2020-12-11T03:55:43.462+09:00
2437.790537,2439,2439,0.104411845,77.19359244,11985.63268,2159.835486,2193.615701,1992.89,869249.2359,2020-12-11T04:00:33.942+09:00
2437.711483,2439,2439,0.108970661,82.37423319,11805.86941,2167.163937,2200.497131,2262.43,835249.2123,2020-12-11T04:05:23.647+09:00
2437.740335,2439,2439,0.103073595,81.13680987,11866.58247,2192.395544,2220.605418,2401.58,838825.591,2020-12-11T04:10:43.803+09:00
2437.766301,2439,2439,0.097766235,80.62312889,11843.52422,2193.596989,2230.009876,2314.65,843339.8319,2020-12-11T04:15:33.388+09:00
2437.789671,2439,2439,0.098989612,79.160816,11786.9718,2195.64229,2231.793889,2247.85,846682.2487,2020-12-11T04:20:23.533+09:00
2437.810704,2439,2439,0.096090651,77.6447344,11627.07462,2190.736061,2222.4705,2138.56,850453.2239,2020-12-11T04:25:43.667+09:00
2437.729634,2439,2439,0.103481586,75.88026096,11532.46716,2184.949455,2225.83845,2256.15,853708.9015,2020-12-11T04:30:34.187+09:00
2437.85667,2439,2439,0.093133427,74.89223486,11479.72044,2195.34651,2238.454605,2352,855546.0113,2020-12-11T04:35:24.186+09:00
2437.871003,2439,2439,0.093820084,73.90301138,11460.9484,2191.457859,2232.173144,2175.64,857975.0102,2020-12-11T04:40:43.583+09:00
2437.883903,2439,2439,0.092438076,72.91271024,11498.05356,2176.118073,2214.81883,2058.63,861648.2092,2020-12-11T04:45:33.070+09:00
2437.895513,2439,2439,0.091194268,71.82143921,11537.3482,2167.908266,2193.117947,1997.81,864269.6883,2020-12-11T04:50:23.495+09:00
2437.905961,2439,2439,0.089074841,71.63929529,11550.91338,2161.375439,2189.918152,2161.12,866151.2194,2020-12-11T04:55:43.526+09:00
2437.915365,2439,2439,0.089167357,73.07536576,11704.22204,2184.453895,2216.133337,2452.07,867089.1975,2020-12-11T05:00:32.593+09:00
2437.923829,2439,2439,0.087250622,81.26782919,11552.59984,2203.480506,2237.242003,2427.22,832624.0777,2020-12-11T05:05:22.866+09:00
2437.931446,2439,2439,0.086525559,80.54104627,11522.13986,2196.214455,2227.250803,2137.33,837577.77,2020-12-11T05:10:42.561+09:00
2437.938301,2439,2439,0.087873003,78.58694164,11533.52587,2189.56901,2219.740723,2152.15,842843.993,2020-12-11T05:15:32.657+09:00
2437.844471,2439,2439,0.095085703,76.72824748,11531.27328,2189.581109,2221.41365,2236.47,846366.1937,2020-12-11T05:20:23.120+09:00
2437.860024,2439,2439,0.095577133,76.45542273,11523.24596,2190.843998,2226.376285,2271.04,849817.7743,2020-12-11T05:25:42.785+09:00
2437.874022,2439,2439,0.09101942,75.30988046,11507.22136,2180.280598,2212.341657,2086.03,854291.6969,2020-12-11T05:30:32.841+09:00
2437.886619,2439,2439,0.091917478,77.67889241,11483.39922,2195.930538,2223.040491,2319.33,856491.9272,2020-12-11T05:35:23.352+09:00
2437.797957,2439,2439,0.09672573,76.71100317,11417.4593,2186.806484,2198.958442,1982.22,859450.2345,2020-12-11T05:40:43.553+09:00
2437.718162,2439,2439,0.101053157,76.13990285,11439.31337,2165.363836,2169.573598,1905.11,862854.111,2020-12-11T05:45:34.192+09:00
2437.746346,2439,2439,0.098947841,75.42591257,11500.48203,2159.413452,2174.761238,2221.45,865436.1999,2020-12-11T05:50:24.522+09:00
2437.771711,2439,2439,0.099053057,74.58332131,11514.03383,2172.768107,2175.393114,2181.08,867171.3799,2020-12-11T05:55:44.600+09:00
2437.79454,2439,2439,0.096147751,75.32498918,11560.73045,2177.412296,2181.414803,2235.61,868113.0419,2020-12-11T06:00:34.368+09:00
2437.815086,2439,2439,0.099532976,75.89249026,11562.5574,2177.289067,2193.738323,2304.65,835271.0377,2020-12-11T06:05:24.342+09:00
2437.833577,2439,2439,0.096579679,74.80324124,11425.10166,2181.26216,2199.40449,2250.4,840203.134,2020-12-11T06:10:45.109+09:00
2437.95022,2439,2439,0.086921711,73.22291711,11439.1915,2195.147944,2218.262041,2387.98,843883.2206,2020-12-11T06:15:35.526+09:00
2437.955198,2439,2439,0.08622954,72.8006254,11427.27235,2189.88515,2210.059837,2136.24,848195.3985,2020-12-11T06:20:26.083+09:00
2437.759678,2439,2439,0.099606586,71.82056286,11448.14511,2213.720635,2237.532853,2484.79,850063.8587,2020-12-11T06:25:46.169+09:00
2437.78371,2439,2439,0.094645927,72.93850657,11611.7306,2212.278571,2251.107568,2373.28,853689.2728,2020-12-11T06:30:36.501+09:00
2437.805339,2439,2439,0.092181334,72.54465592,11758.95754,2189.591714,2226.484811,2004.88,858855.2455,2020-12-11T06:35:26.701+09:00
2437.924805,2439,2439,0.082963201,71.29019033,11846.46179,2184.545543,2238.36133,2345.25,861101.821,2020-12-11T06:40:46.376+09:00
2437.932325,2439,2439,0.086666881,70.06117129,11830.61561,2172.300988,2219.338197,2048.13,865105.2389,2020-12-11T06:45:36.730+09:00
2437.939092,2439,2439,0.090000193,71.95505416,11750.15405,2173.03689,2211.965377,2145.61,867306.815,2020-12-11T06:50:27.040+09:00
2437.945183,2439,2439,0.092000174,70.85954875,11851.33864,2162.334201,2207.71084,2169.42,869207.8335,2020-12-11T06:55:47.216+09:00
2437.850665,2439,2439,0.094800156,71.77359387,11846.80478,2171.537781,2211.044756,2241.05,870207.3501,2020-12-11T07:00:37.715+09:00
2437.865598,2439,2439,0.091320141,70.69623449,11680.9243,2175.445003,2213.80328,2238.63,836241.3151,2020-12-11T07:05:28.286+09:00
2437.879038,2439,2439,0.091188126,69.72661104,11692.53187,2173.523502,2206.366952,2139.44,840591.3836,2020-12-11T07:10:48.747+09:00
2437.891135,2439,2439,0.089069314,69.45394993,11686.97868,2183.437152,2219.211257,2334.81,844029.7452,2020-12-11T07:15:39.318+09:00
2437.902021,2439,2439,0.087162382,68.60855494,11826.68081,2203.701437,2239.062131,2417.72,846957.1707,2020-12-11T07:20:29.184+09:00
2437.911819,2439,2439,0.085446144,69.34769945,11807.61273,2199.004293,2231.556918,2164.01,850687.5537,2020-12-11T07:25:19.702+09:00
2437.920637,2439,2439,0.08890153,69.1129295,11790.45146,2213.813864,2251.533226,2431.32,852696.2983,2020-12-11T07:30:40.102+09:00
2437.928573,2439,2439,0.085011377,72.40163655,11686.10631,2212.146477,2240.678904,2142.99,855312.3685,2020-12-11T07:35:29.472+09:00
2438.035716,2439,2439,0.076510239,71.0614729,11790.69568,2230.80183,2247.657013,2310.46,856374.0316,2020-12-11T07:40:19.730+09:00
2438.032144,2439,2439,0.075859215,70.55532561,11815.22611,2231.714647,2254.178312,2312.87,858317.8285,2020-12-11T07:45:39.518+09:00
2438.02893,2439,2439,0.073273294,69.99979305,11771.6035,2231.011182,2245.804481,2170.44,861918.0456,2020-12-11T07:50:29.051+09:00
2438.026037,2439,2439,0.075945964,69.09981374,11758.04315,2219.144064,2232.250033,2110.26,864866.841,2020-12-11T07:55:19.572+09:00
2438.023433,2439,2439,0.083351368,68.58983237,11777.33884,2229.505657,2233.991029,2249.66,831106.8569,2020-12-11T08:05:22.928+09:00
2438.02109,2439,2439,0.086016231,69.53084913,11763.20495,2210.017092,2217.207926,2066.16,837519.2712,2020-12-11T08:10:42.736+09:00
2438.018981,2439,2439,0.084414608,72.77776422,11678.58446,2214.072383,2216.542134,2210.55,841764.6441,2020-12-11T08:15:33.170+09:00
2438.017083,2439,2439,0.089973147,73.1999878,11655.32601,2203.735144,2210.85392,2159.66,845604.2797,2020-12-11T08:20:22.856+09:00
2438.015375,2439,2439,0.091975832,72.27998902,11689.59341,2197.59763,2199.034528,2092.66,850165.8517,2020-12-11T08:25:42.874+09:00
2437.913837,2439,2439,0.098778249,73.35199011,11757.43407,2196.137867,2192.055076,2129.24,853560.9666,2020-12-11T08:30:32.932+09:00
2437.922453,2439,2439,0.105900424,72.5167911,11722.49066,2176.78908,2171.621568,1987.72,858524.3699,2020-12-11T08:35:23.015+09:00
2437.930208,2439,2439,0.105310382,71.86511199,11858.6416,2188.132172,2188.025411,2335.66,860158.4329,2020-12-11T08:40:43.249+09:00
2437.837187,2439,2439,0.112779344,71.77860079,11981.17744,2209.842955,2211.59287,2423.7,860971.5896,2020-12-11T08:45:33.027+09:00
2437.853469,2439,2439,0.110501409,71.50074071,11801.85969,2187.180659,2183.619583,1931.86,864714.1307,2020-12-11T08:50:23.195+09:00
2437.868122,2439,2439,0.108451268,71.25066664,11930.07372,2195.361594,2199.484625,2342.27,866052.8176,2020-12-11T08:55:43.724+09:00
2437.88131,2439,2439,0.106606142,75.52559998,12024.66635,2205.657434,2218.712162,2391.76,832308.9358,2020-12-11T09:05:47.630+09:00
2437.993179,2439,2439,0.095945527,74.07303998,12011.19972,2207.492691,2219.861946,2230.21,837148.9423,2020-12-11T09:10:37.715+09:00
2437.993861,2439,2439,0.094350975,72.96573598,12021.27974,2192.283422,2204.410751,2065.35,842432.748,2020-12-11T09:15:28.157+09:00
2437.994475,2439,2439,0.095915877,73.26916238,11915.35177,2195.29808,2196.808676,2128.39,845753.3732,2020-12-11T09:20:48.475+09:00
2437.995027,2439,2439,0.097324289,72.74224615,11742.61659,2183.832272,2176.240809,1991.13,850021.5359,2020-12-11T09:25:38.994+09:00
2437.995524,2439,2439,0.092591861,71.56802153,11876.75493,2187.387044,2178.410728,2197.94,853350.6823,2020-12-11T09:30:29.638+09:00
2437.995972,2439,2439,0.090332674,70.41121938,11707.87944,2173.66634,2149.921655,1893.52,858428.4141,2020-12-11T09:35:19.415+09:00
2437.996375,2439,2439,0.091299407,69.97009744,11798.5915,2178.220706,2169.92049,2349.91,860466.2727,2020-12-11T09:40:39.258+09:00
2437.996737,2439,2439,0.092169466,69.0730877,11734.63235,2174.990635,2167.958441,2150.3,862402.3454,2020-12-11T09:45:28.714+09:00
2438.097064,2439,2439,0.08295252,69.96577893,11721.26911,2187.367572,2168.090597,2169.28,863974.6109,2020-12-11T09:50:19.437+09:00
2438.087357,2439,2439,0.082657268,70.16920103,11741.7422,2176.097815,2155.588537,2043.07,866580.3498,2020-12-11T09:55:39.559+09:00
2438.078622,2439,2439,0.084391541,70.05228093,11732.46798,2166.439033,2156.767683,2167.38,869133.4148,2020-12-11T10:00:30.239+09:00
2437.970759,2439,2439,0.092952387,71.84705284,11621.32118,2148.19913,2153.337915,2122.47,835392.3733,2020-12-11T10:05:20.317+09:00
2437.973683,2439,2439,0.092657148,71.56234755,11528.38906,2161.401217,2170.223123,2322.19,839869.636,2020-12-11T10:10:40.480+09:00
2437.976315,2439,2439,0.094391433,70.5061128,11539.15016,2160.440095,2164.303811,2111.03,844536.5724,2020-12-11T10:15:30.556+09:00
2437.978684,2439,2439,0.09295229,69.55550152,11693.63514,2191.702086,2197.84043,2499.67,846392.8152,2020-12-11T10:20:21.124+09:00
2437.980815,2439,2439,0.095657061,70.99995137,11683.97163,2172.873877,2182.714387,2046.58,851506.6336,2020-12-11T10:25:40.956+09:00
2437.982734,2439,2439,0.095091355,74.09995623,11686.17447,2180.828489,2191.238948,2267.96,853299.5703,2020-12-11T10:30:30.692+09:00
2437.88446,2439,2439,0.096582219,75.98996061,11681.15702,2184.50464,2192.123053,2200.08,855564.4132,2020-12-11T10:35:20.434+09:00
2437.896014,2439,2439,0.096923997,75.09096455,11654.74132,2175.562176,2186.533748,2136.23,858839.2719,2020-12-11T10:40:40.087+09:00
2437.906413,2439,2439,0.095231598,73.98186809,11797.66719,2169.127959,2186.932373,2190.52,862048.8447,2020-12-11T10:45:30.066+09:00
2437.915772,2439,2439,0.093708438,72.48368128,11926.30047,2161.792163,2176.527136,2082.88,864285.2603,2020-12-11T10:50:20.308+09:00
2437.924194,2439,2439,0.094337594,71.23531315,11844.07042,2164.970947,2182.599422,2237.25,865599.9342,2020-12-11T10:55:40.741+09:00
2437.931775,2439,2439,0.091903835,71.01178184,11868.26338,2160.901852,2185.92448,2215.85,866772.6408,2020-12-11T11:00:31.403+09:00
2437.938597,2439,2439,0.094713451,70.01060365,11669.63704,2145.541667,2165.708032,1983.76,833890.9767,2020-12-11T11:05:21.112+09:00
2437.944738,2439,2439,0.094242106,69.10954329,11620.77334,2147.7725,2162.654229,2135.17,839383.7791,2020-12-11T11:10:41.105+09:00
2437.950264,2439,2439,0.096817896,70.99858896,11565.496,2134.42425,2150.377806,2039.89,844678.3011,2020-12-11T11:15:30.658+09:00
2437.955238,2439,2439,0.092136106,70.29873006,11572.5464,2125.406825,2137.255025,2019.15,848726.371,2020-12-11T11:20:20.764+09:00
2437.959714,2439,2439,0.087922495,70.06885706,11573.09176,2106.318143,2118.051523,1945.22,855163.0339,2020-12-11T11:25:40.470+09:00
2438.063742,2439,2439,0.079130246,73.46197135,11578.58259,2135.035328,2150.151371,2439.05,856291.0305,2020-12-11T11:30:30.579+09:00
2438.057368,2439,2439,0.078217221,73.71577422,11722.22433,2132.973795,2152.038234,2169.02,859044.6275,2020-12-11T11:35:20.585+09:00
2438.051631,2439,2439,0.079395499,73.0441968,11713.60189,2148.225416,2164.82541,2279.91,861131.5647,2020-12-11T11:40:41.247+09:00
2438.046468,2439,2439,0.083455949,71.83977712,11757.94171,2120.796874,2136.613869,1882.71,866279.3083,2020-12-11T11:45:31.682+09:00
2438.041821,2439,2439,0.086110354,73.2557994,11633.54753,2107.155187,2117.803482,1948.51,869940.8774,2020-12-11T11:50:21.609+09:00
2438.037639,2439,2439,0.089499319,72.03021946,11633.79278,2092.281668,2103.744134,1977.21,873034.2897,2020-12-11T11:55:41.705+09:00
2437.833875,2439,2439,0.097549387,75.02719752,11778.8135,2102.059501,2124.726721,2313.57,873990.4607,2020-12-11T12:00:32.203+09:00
2437.850488,2439,2439,0.101794448,74.42447777,11474.93215,2098.338551,2114.373049,2021.19,840071.0147,2020-12-11T12:05:22.239+09:00
2437.865439,2439,2439,0.102615003,73.08202999,11346.23894,2100.227696,2116.685744,2137.5,844564.1132,2020-12-11T12:10:42.044+09:00
2437.878895,2439,2439,0.097353503,73.07382699,11368.61504,2122.424927,2143.411169,2383.94,848119.1019,2020-12-11T12:15:31.001+09:00
2437.891006,2439,2439,0.094618153,72.16644429,11494.85354,2134.623434,2153.559052,2244.89,851287.9917,2020-12-11T12:20:20.608+09:00
2437.901905,2439,2439,0.093156338,74.14979986,11459.26819,2117.84209,2135.933147,1977.3,856828.9925,2020-12-11T12:25:40.296+09:00
2437.911715,2439,2439,0.092840704,77.43481988,11476.94137,2123.380881,2133.471832,2111.32,859813.9933,2020-12-11T12:30:30.419+09:00
2437.920543,2439,2439,0.088556633,76.69133789,11508.34723,2147.518793,2161.514649,2413.9,861565.1939,2020-12-11T12:35:20.471+09:00
2437.928489,2439,2439,0.09070097,79.2222041,11628.51251,2146.956914,2164.883184,2195.2,863869.2745,2020-12-11T12:40:40.238+09:00
2437.93564,2439,2439,0.089630873,81.49998369,11544.46126,2127.661223,2139.931866,1915.37,867366.1471,2020-12-11T12:45:30.924+09:00
2437.942076,2439,2439,0.090667786,79.34998532,11604.01513,2140.4101,2155.853679,2299.15,869031.2324,2020-12-11T12:50:21.410+09:00
2437.947868,2439,2439,0.092601007,77.41498679,11462.41362,2133.34409,2144.012311,2037.44,871334.5091,2020-12-11T12:55:41.346+09:00
2437.953081,2439,2439,0.093340906,78.27348811,11396.77226,2149.629681,2153.23008,2236.19,871686.4582,2020-12-11T13:00:31.845+09:00
2437.957773,2439,2439,0.097006816,79.2461393,11394.89503,2155.833713,2170.918072,2330.11,836934.3124,2020-12-11T13:05:21.457+09:00
2437.561996,2439,2439,0.114306134,77.22152537,11435.30553,2179.441342,2199.839265,2460.13,839827.8812,2020-12-11T13:10:40.730+09:00
2437.605796,2439,2439,0.107875521,76.69937283,11440.87497,2192.755208,2209.670338,2298.15,843260.793,2020-12-11T13:15:30.896+09:00
2437.645217,2439,2439,0.104087969,75.82943555,11405.58748,2191.666687,2203.452305,2147.49,848173.1137,2020-12-11T13:20:21.202+09:00
2437.680695,2439,2439,0.102679172,74.24649199,11419.62873,2200.662018,2213.036074,2299.29,850970.1024,2020-12-11T13:25:41.537+09:00
2437.712626,2439,2439,0.102411255,79.62184279,11296.46586,2202.454816,2205.626467,2138.94,853507.3921,2020-12-11T13:30:31.975+09:00
2437.741363,2439,2439,0.099170129,77.75965852,11346.21927,2215.480335,2223.90882,2388.45,856099.6529,2020-12-11T13:35:22.439+09:00
2437.867227,2439,2439,0.089253116,80.78369266,11393.29734,2255.908301,2260.702938,2591.85,855893.8876,2020-12-11T13:40:42.295+09:00
2437.880504,2439,2439,0.085327805,78.8053234,11410.36761,2265.022471,2278.198644,2435.66,857145.2989,2020-12-11T13:45:32.178+09:00
2437.892454,2439,2439,0.081795024,77.02479106,11384.43085,2248.402224,2259.52278,2091.44,860210.669,2020-12-11T13:50:21.594+09:00
2437.903208,2439,2439,0.078615522,79.02231195,11360.58776,2244.572002,2246.853502,2132.83,863256.6021,2020-12-11T13:55:41.600+09:00
2437.912887,2439,2439,0.07975397,81.02008076,11532.92899,2257.783801,2265.208152,2430.4,863917.9419,2020-12-11T14:00:31.608+09:00
2437.921599,2439,2439,0.080778573,85.61807268,11398.43609,2242.883421,2241.708336,2030.21,830667.4477,2020-12-11T14:05:20.440+09:00
2437.929439,2439,2439,0.082700715,83.55626541,11345.39248,2229.928079,2230.944503,2134.07,836360.4029,2020-12-11T14:10:39.799+09:00
2438.036495,2439,2439,0.074430644,85.30063887,11434.35323,2224.530271,2240.931053,2330.81,841067.9626,2020-12-11T14:15:30.239+09:00
2437.932845,2439,2439,0.081987579,86.97057498,11326.51791,2230.240244,2237.227947,2203.9,845032.1664,2020-12-11T14:20:20.002+09:00
2437.939561,2439,2439,0.078788822,85.27351749,11370.76612,2221.97222,2232.595153,2190.9,849437.7497,2020-12-11T14:25:40.413+09:00
2437.945605,2439,2439,0.080909939,83.34616574,11311.68951,2223.743998,2232.651637,2233.16,852737.5748,2020-12-11T14:30:30.265+09:00
2437.951044,2439,2439,0.083818945,80.91154916,11453.22056,2226.536598,2235.354474,2259.68,854828.7173,2020-12-11T14:35:20.420+09:00
2437.95594,2439,2439,0.087437051,79.72039425,11329.2985,2188.963938,2195.417026,1835.98,860405.7456,2020-12-11T14:40:40.201+09:00
2437.960346,2439,2439,0.083693346,77.84835482,11340.36865,2197.234544,2189.950324,2140.75,862278.771,2020-12-11T14:45:29.944+09:00
2437.964311,2439,2439,0.086324011,78.66351934,11225.13178,2196.70009,2181.281291,2103.26,863945.5939,2020-12-11T14:50:20.144+09:00
2437.96788,2439,2439,0.08769161,78.99716741,11266.21861,2204.273081,2188.888162,2257.35,864584.9345,2020-12-11T14:55:40.669+09:00
2437.971092,2439,2439,0.090922449,77.19745067,11266.89675,2184.092773,2176.160346,2061.61,867236.4411,2020-12-11T15:00:30.700+09:00
2437.973983,2439,2439,0.090830204,85.5777056,11281.30707,2197.901496,2198.518311,2399.74,833226.1969,2020-12-11T15:05:20.830+09:00
2438.076585,2439,2439,0.081747184,83.11993504,11316.77636,2208.950346,2218.52448,2398.58,837853.1773,2020-12-11T15:10:39.756+09:00
2438.068926,2439,2439,0.080572465,84.10794154,11331.39873,2212.085311,2216.102032,2194.3,842111.4595,2020-12-11T15:15:29.025+09:00
2438.062034,2439,2439,0.077515219,86.49714738,11384.85885,2247.10978,2248.625829,2541.34,843482.1136,2020-12-11T15:20:48.041+09:00
2438.05583,2439,2439,0.074763697,83.84743264,11480.27297,2271.928802,2286.966246,2632.03,846220.0022,2020-12-11T15:25:38.358+09:00
2437.750247,2439,2439,0.090287327,82.46268938,11351.04567,2241.118922,2251.023621,1927.54,851738.002,2020-12-11T15:30:28.525+09:00
2437.775222,2439,2439,0.088258595,84.41642044,11524.34111,2243.86903,2255.216259,2292.95,854586.5018,2020-12-11T15:35:48.833+09:00
2437.7977,2439,2439,0.090432735,82.8747784,11680.30699,2229.442127,2250.151633,2204.57,857521.1516,2020-12-11T15:40:38.097+09:00
2437.81793,2439,2439,0.090389462,81.58730056,11531.0763,2224.867914,2236.64047,2115.04,859335.3365,2020-12-11T15:45:28.030+09:00
2437.836137,2439,2439,0.091350515,81.4285705,11418.16867,2227.580123,2226.312423,2133.36,861905.2028,2020-12-11T15:50:47.889+09:00
2437.852523,2439,2439,0.095215464,79.48571345,11540.9518,2219.78511,2231.846181,2281.65,863634.4825,2020-12-11T15:55:37.210+09:00
2437.867271,2439,2439,0.092693917,77.53714211,11572.05662,2210.656599,2219.814563,2111.53,866667.8343,2020-12-11T16:00:25.890+09:00
2437.980544,2439,2439,0.083424526,75.8834279,11552.85096,2202.493939,2217.312106,2194.79,833439.7508,2020-12-11T16:05:45.599+09:00
2437.98249,2439,2439,0.084082073,74.29508511,11611.36586,2222.129546,2229.065896,2334.85,837653.6758,2020-12-11T16:10:35.386+09:00
2437.984241,2439,2439,0.085673866,73.0655766,11613.82928,2218.862591,2234.985306,2288.26,841685.7082,2020-12-11T16:15:25.215+09:00
2437.985817,2439,2439,0.088106479,74.95901894,11542.84635,2226.603332,2246.429776,2349.43,844545.8374,2020-12-11T16:20:44.950+09:00
2437.987235,2439,2439,0.086295831,73.56311704,11566.86171,2237.041999,2261.295798,2395.09,847503.3536,2020-12-11T16:25:34.478+09:00
2437.988511,2439,2439,0.084666248,72.70680534,11573.77554,2252.647799,2276.492218,2413.26,850101.3183,2020-12-11T16:30:24.471+09:00
