src_host_port,dest_host_port,protocol,protocol_count,min_tcp_window_size,max_tcp_window_size,avg_tcp_window_size,std_dev_tcp_window_size,min_data_bytes,max_data_bytes,avg_databytes,std_dev_databytes,total_data_bytes,flow_duration,Processing_time
39846,9092,6,221,2431,2439,2439,0.54,64,11331,2386.71,2458.72,527463,170.014,2020-12-08T16:05:25.500+09:00
39846,9092,6,413,2437,2439,2439,0.15,68,12168,2153.43,2105.82,889365,290.017,2020-12-08T16:10:46.361+09:00
39846,9092,6,395,2438,2439,2439,0.09,82,11623,2244.28,2243.73,886489,290.018,2020-12-08T16:15:35.982+09:00
39846,9092,6,386,2439,2439,2439,0,64,12840,2283.45,2318.8,881410,290.016,2020-12-08T16:20:25.723+09:00
39846,9092,6,387,2437,2439,2439,0.15,59,11871,2280.85,2253.67,882689,290.019,2020-12-08T16:25:46.388+09:00
39846,9092,6,400,2438,2439,2439,0.07,102,11638,2191.09,2104.94,876437,290.016,2020-12-08T16:30:36.181+09:00
39846,9092,6,402,2439,2439,2439,0,75,12487,2191.88,2261.05,881136,290.016,2020-12-08T16:35:26.067+09:00
39846,9092,6,407,2438,2439,2439,0.05,102,11636,2176.42,2274.8,885804,290.015,2020-12-08T16:40:45.651+09:00
39846,9092,6,472,2438,2439,2439,0.08,86,11021,1941.57,1909.15,916421,290.017,2020-12-08T16:45:36.060+09:00
39846,9092,6,374,2439,2439,2439,0,102,12115,2351.73,2346.59,879547,290.015,2020-12-08T16:50:25.770+09:00
39846,9092,6,407,2439,2439,2439,0,67,11421,2156.79,2281.21,877813,290.015,2020-12-08T16:55:45.194+09:00
39846,9092,6,435,2438,2439,2439,0.08,61,12069,2062.21,2095.45,897060,290.012,2020-12-08T17:00:35.216+09:00
39846,9092,6,283,2438,2439,2439,0.14,70,11539,1935.7,1824.1,547803,170.014,2020-12-08T17:05:24.607+09:00
39846,9092,6,438,2438,2439,2439,0.1,61,10487,2046.24,1953.63,896254,290.018,2020-12-08T17:10:43.975+09:00
39846,9092,6,369,2439,2439,2439,0,84,11598,2358.48,2296.02,870278,290.016,2020-12-08T17:15:34.603+09:00
39846,9092,6,399,2438,2439,2439,0.07,64,10963,2214.49,2131.68,883581,290.015,2020-12-08T17:20:23.778+09:00
39846,9092,6,379,2438,2439,2439,0.07,64,11762,2317.92,2371.8,878492,290.015,2020-12-08T17:25:42.903+09:00
39846,9092,6,375,2438,2439,2439,0.05,89,12380,2333.43,2434.38,875036,290.014,2020-12-08T17:30:32.654+09:00
39846,9092,6,424,2436,2439,2439,0.17,62,13084,2107.55,2120.03,893602,290.02,2020-12-08T17:35:22.829+09:00
39846,9092,6,391,2438,2439,2439,0.07,86,10188,2261.79,2261.78,884360,290.018,2020-12-08T17:40:42.487+09:00
39846,9092,6,393,2438,2439,2439,0.1,100,11695,2248.76,2264.47,883761,290.017,2020-12-08T17:45:31.767+09:00
39846,9092,6,394,2438,2439,2439,0.05,71,12067,2234.89,2240.13,880546,290.015,2020-12-08T17:50:22.070+09:00
39846,9092,6,414,2437,2439,2439,0.12,102,13084,2147.94,2200.98,889247,290.016,2020-12-08T17:55:41.150+09:00
39846,9092,6,424,2438,2439,2439,0.05,88,13084,2125.17,2198.06,901073,290.017,2020-12-08T18:00:31.112+09:00
39846,9092,6,237,2439,2439,2439,0,73,11636,2242.7,2182.83,531520,170.017,2020-12-08T18:05:20.241+09:00
39846,9092,6,359,2438,2439,2439,0.05,86,11636,2456.95,2436.71,882046,290.015,2020-12-08T18:10:39.663+09:00
39846,9092,6,355,2439,2439,2439,0,99,11636,2431.75,2465.96,863271,290.016,2020-12-08T18:15:28.708+09:00
39846,9092,6,387,2438,2439,2439,0.05,67,12105,2283.91,2311.98,883875,290.015,2020-12-08T18:20:48.544+09:00
39846,9092,6,440,2439,2439,2439,0,60,13084,2037.29,1893.67,896408,290.018,2020-12-08T18:25:38.035+09:00
39846,9092,6,316,2439,2439,2439,0,102,11636,2715.06,2663.44,857959,290.019,2020-12-08T18:30:27.518+09:00
39846,9092,6,436,2438,2439,2439,0.07,113,9747,2057.9,1960.35,897245,290.017,2020-12-08T18:35:45.918+09:00
39846,9092,6,394,2438,2439,2439,0.07,65,12182,2239.44,2212.81,882340,290.017,2020-12-08T18:40:35.183+09:00
39846,9092,6,391,2438,2439,2439,0.1,70,11636,2242.14,2216.24,876678,290.017,2020-12-08T18:45:24.744+09:00
39846,9092,6,429,2438,2439,2439,0.07,102,10188,2094.44,2038.19,898514,290.015,2020-12-08T18:50:44.316+09:00
39846,9092,6,366,2438,2439,2439,0.13,64,11636,2403.8,2384.92,879792,290.018,2020-12-08T18:55:32.671+09:00
39846,9092,6,421,2438,2439,2439,0.05,63,12336,2124.64,2088.07,894475,290.017,2020-12-08T19:00:22.654+09:00
39846,9092,6,253,2438,2439,2439,0.12,79,12708,2105.61,2162.33,532719,170.017,2020-12-08T19:05:43.080+09:00
39846,9092,6,430,2438,2439,2439,0.05,90,11661,2091.22,2001.63,899224,290.015,2020-12-08T19:10:32.969+09:00
39846,9092,6,387,2438,2439,2439,0.07,63,11709,2272.28,2212.37,879374,290.055,2020-12-08T19:15:22.916+09:00
39846,9092,6,411,2438,2439,2439,0.07,67,12450,2132.01,2161.25,876257,290.018,2020-12-08T19:20:42.119+09:00
39846,9092,6,377,2438,2439,2439,0.13,66,10188,2327.32,2268.22,877398,290.016,2020-12-08T19:25:31.746+09:00
39846,9092,6,397,2438,2439,2439,0.07,102,12030,2227.91,2190.65,884480,290.019,2020-12-08T19:30:21.454+09:00
39846,9092,6,373,2438,2439,2439,0.05,82,13084,2362,2441.13,881026,290.019,2020-12-08T19:35:40.681+09:00
39846,9092,6,352,2439,2439,2439,0,125,12271,2462.52,2408.4,866807,290.017,2020-12-08T19:40:30.123+09:00
39846,9092,6,366,2439,2439,2439,0,97,11279,2390.13,2337.68,874786,290.016,2020-12-08T19:45:20.645+09:00
39846,9092,6,371,2438,2439,2439,0.09,66,13084,2371.42,2413,879795,290.015,2020-12-08T19:50:39.776+09:00
39846,9092,6,363,2438,2439,2439,0.05,102,11931,2406.9,2439.31,873704,290.018,2020-12-08T19:55:29.364+09:00
39846,9092,6,356,2438,2439,2439,0.05,61,11888,2424.85,2449.39,863248,290.017,2020-12-08T20:00:48.200+09:00
39846,9092,6,236,2438,2439,2439,0.07,64,11452,2279.09,2305.93,537865,170.016,2020-12-08T20:05:37.272+09:00
39846,9092,6,420,2438,2439,2439,0.07,60,11750,2127.53,2071.61,893562,290.015,2020-12-08T20:10:27.971+09:00
39846,9092,6,388,2438,2439,2439,0.1,67,11166,2268.13,2348.8,880035,290.02,2020-12-08T20:15:48.301+09:00
39846,9092,6,358,2438,2439,2439,0.07,61,11758,2437.23,2385.15,872530,290.016,2020-12-08T20:20:37.461+09:00
39846,9092,6,409,2438,2439,2439,0.07,102,11482,2160.66,2169.75,883710,290.01,2020-12-08T20:30:46.249+09:00
39846,9092,6,371,2438,2439,2439,0.05,66,11621,2334.7,2276.95,866173,290.017,2020-12-08T20:35:34.581+09:00
39846,9092,6,393,2438,2439,2439,0.09,110,11896,2234.16,2286.68,878025,290.018,2020-12-08T20:45:43.649+09:00
39846,9092,6,428,2438,2439,2439,0.07,62,10252,2080.08,2014.13,890274,290.018,2020-12-08T20:50:31.599+09:00
39846,9092,6,437,2436,2439,2439,0.21,66,13084,2035.13,2116.97,889351,290.015,2020-12-08T20:55:21.108+09:00
39846,9092,6,397,2438,2439,2439,0.07,61,11636,2241.05,2235.23,889698,290.018,2020-12-08T21:00:41.096+09:00
39846,9092,6,203,2439,2439,2439,0,61,11864,2550.57,2638.94,517765,170.02,2020-12-08T21:05:29.798+09:00
39846,9092,6,372,2438,2439,2439,0.05,102,11636,2346.86,2302.77,873033,290.017,2020-12-08T21:10:20.055+09:00
39846,9092,6,452,2439,2439,2439,0,86,10188,1989.56,1946.79,899281,290.016,2020-12-08T21:15:40.027+09:00
39846,9092,6,394,2438,2439,2439,0.05,84,11827,2257.16,2206.05,889322,290.017,2020-12-08T21:20:30.213+09:00
39846,9092,6,397,2438,2439,2439,0.07,64,12326,2218.66,2244.52,880807,290.016,2020-12-08T21:25:18.143+09:00
39846,9092,6,415,2438,2439,2439,0.08,109,13084,2145.59,2167.35,890419,290.02,2020-12-08T21:30:37.296+09:00
39846,9092,6,414,2437,2439,2439,0.13,77,13084,2160,2270.16,894241,290.018,2020-12-08T21:35:27.505+09:00
39846,9092,6,377,2438,2439,2439,0.07,61,12842,2347.65,2391.2,885065,290.017,2020-12-08T21:40:46.611+09:00
39846,9092,6,443,2438,2439,2439,0.07,61,11873,2034.14,2000.02,901126,290.015,2020-12-08T21:45:36.215+09:00
39846,9092,6,459,2438,2439,2439,0.05,67,11636,1980,1828.34,908818,290.019,2020-12-08T21:50:27.575+09:00
39846,9092,6,409,2438,2439,2439,0.05,63,11538,2167.44,2169.58,886482,290.018,2020-12-08T21:55:46.928+09:00
39846,9092,6,358,2433,2439,2439,0.32,61,11948,2444.26,2437.32,875044,290.017,2020-12-08T22:00:35.982+09:00
39846,9092,6,227,2439,2439,2439,0,161,11300,2313.91,2202.04,525258,170.017,2020-12-08T22:05:25.924+09:00
39846,9092,6,406,2438,2439,2439,0.05,63,11636,2181.04,2193.11,885503,290.011,2020-12-08T22:10:45.888+09:00
39846,9092,6,406,2438,2439,2439,0.09,59,11987,2202.17,2191.54,894082,290.018,2020-12-08T22:15:35.088+09:00
39846,9092,6,384,2439,2439,2439,0,65,13084,2294.96,2262.69,881264,290.018,2020-12-08T22:20:25.733+09:00
39846,9092,6,432,2438,2439,2439,0.05,82,12036,2079.72,2138.31,898441,290.016,2020-12-08T22:25:45.897+09:00
39846,9092,6,383,2438,2439,2439,0.07,90,12803,2283.54,2287.79,874596,290.016,2020-12-08T22:30:35.128+09:00
39846,9092,6,426,2438,2439,2439,0.11,93,11636,2107.57,2064.47,897826,290.017,2020-12-08T22:35:24.233+09:00
39846,9092,6,393,2438,2439,2439,0.05,65,11865,2231.88,2179.59,877128,290.016,2020-12-08T22:40:43.796+09:00
39846,9092,6,415,2438,2439,2439,0.07,76,10240,2155.91,2206.92,894703,290.013,2020-12-08T22:45:31.848+09:00
39846,9092,6,372,2438,2439,2439,0.07,59,12084,2348.21,2411.23,873535,290.017,2020-12-08T22:50:21.391+09:00
39846,9092,6,411,2438,2439,2439,0.05,61,11636,2150.49,2125.04,883851,290.015,2020-12-08T22:55:41.085+09:00
39846,9092,6,463,2438,2439,2439,0.07,73,10963,1956.42,1997.62,905822,290.017,2020-12-08T23:00:31.088+09:00
39846,9092,6,243,2438,2439,2439,0.13,85,12399,2168.23,2261.95,526880,170.015,2020-12-08T23:05:21.496+09:00
39846,9092,6,447,2438,2439,2439,0.08,62,11636,2009.11,2013.93,898070,290.02,2020-12-08T23:15:31.001+09:00
39846,9092,6,430,2438,2439,2439,0.05,102,11636,2089.44,2086.91,898460,290.014,2020-12-08T23:20:19.729+09:00
39846,9092,6,398,2438,2439,2439,0.13,102,10482,2228.22,2099.91,886832,290.019,2020-12-08T23:25:39.330+09:00
39846,9092,6,348,2439,2439,2439,0,78,11667,2485.34,2397.3,864898,290.017,2020-12-08T23:30:29.116+09:00
39846,9092,6,396,2438,2439,2439,0.12,61,11782,2247.24,2255.75,889906,290.016,2020-12-08T23:35:48.313+09:00
39846,9092,6,405,2438,2439,2439,0.11,62,11636,2192.82,2186.99,888094,290.017,2020-12-08T23:40:37.984+09:00
39846,9092,6,486,2438,2439,2439,0.08,62,11624,1880.81,1860.65,914075,290.017,2020-12-08T23:45:28.075+09:00
39846,9092,6,408,2437,2439,2439,0.18,70,10823,2188.46,2040.6,892893,290.017,2020-12-08T23:50:47.715+09:00
39846,9092,6,402,2438,2439,2439,0.1,76,11636,2200.51,2164.76,884604,290.022,2020-12-08T23:55:36.563+09:00
39846,9092,6,228,2438,2439,2439,0.07,68,11610,2317.96,2315.16,528495,170.015,2020-12-09T00:05:40.704+09:00
39846,9092,6,405,2438,2439,2439,0.07,66,11636,2177.56,2207.87,881910,290.015,2020-12-09T00:10:31.413+09:00
39846,9092,6,427,2438,2439,2439,0.05,61,13084,2089.09,2114.65,892042,290.017,2020-12-09T00:15:22.447+09:00
39846,9092,6,388,2438,2439,2439,0.07,62,11636,2251.56,2288.48,873605,290.016,2020-12-09T00:20:42.090+09:00
39846,9092,6,394,2438,2439,2439,0.05,80,11272,2239.06,2219.73,882190,290.015,2020-12-09T00:25:31.149+09:00
39846,9092,6,452,2438,2439,2439,0.05,66,10141,1999.67,1955.88,903851,290.017,2020-12-09T00:30:21.589+09:00
39846,9092,6,414,2438,2439,2439,0.08,75,11347,2137.42,2028.31,884891,290.019,2020-12-09T00:35:42.505+09:00
39846,9092,6,372,2438,2439,2439,0.05,60,11636,2355.28,2256.48,876166,290.018,2020-12-09T00:40:32.404+09:00
39846,9092,6,437,2438,2439,2439,0.08,60,11530,2041.04,2022.33,891933,290.017,2020-12-09T00:45:22.120+09:00
39846,9092,6,378,2438,2439,2439,0.09,62,12317,2331.31,2447.69,881234,290.019,2020-12-09T00:50:41.412+09:00
39846,9092,6,373,2438,2439,2439,0.05,61,11636,2345.21,2400.87,874764,290.018,2020-12-09T00:55:30.845+09:00
39846,9092,6,370,2438,2439,2439,0.05,60,11829,2356.03,2410.69,871732,290.017,2020-12-09T01:00:20.133+09:00
39846,9092,6,229,2438,2439,2439,0.09,68,11636,2311.52,2245.47,529338,170.018,2020-12-09T01:05:40.252+09:00
39846,9092,6,340,2439,2439,2439,0,67,12294,2542.19,2587.18,864346,290.015,2020-12-09T01:10:31.041+09:00
39846,9092,6,388,2438,2439,2439,0.05,77,11902,2257.17,2165.29,875783,290.017,2020-12-09T01:15:20.214+09:00
39846,9092,6,375,2439,2439,2439,0,91,11956,2355.63,2342.7,883360,290.017,2020-12-09T01:20:40.052+09:00
39846,9092,6,403,2438,2439,2439,0.07,102,11680,2204.86,2225.23,888559,290.018,2020-12-09T01:25:29.100+09:00
39846,9092,6,396,2438,2439,2439,0.07,76,11868,2228.37,2352.08,882435,290.015,2020-12-09T01:30:18.927+09:00
39846,9092,6,417,2438,2439,2439,0.07,112,12428,2129.85,2218.03,888146,290.016,2020-12-09T01:35:37.610+09:00
39846,9092,6,422,2434,2439,2439,0.27,61,13084,2112.36,2157.98,891415,290.016,2020-12-09T01:40:26.362+09:00
39846,9092,6,413,2438,2439,2439,0.13,128,11328,2156.04,2063.91,890445,290.017,2020-12-09T01:45:46.736+09:00
39846,9092,6,388,2438,2439,2439,0.07,71,12001,2276.74,2319.35,883374,290.016,2020-12-09T01:50:35.444+09:00
39846,9092,6,441,2438,2439,2439,0.07,61,11706,2017.28,2014.32,889621,290.016,2020-12-09T01:55:25.612+09:00
39846,9092,6,401,2434,2439,2439,0.26,81,11672,2202.52,2246.59,883212,290.015,2020-12-09T02:00:45.574+09:00
39846,9092,6,243,2438,2439,2439,0.06,130,10214,2171.5,2163.08,527674,170.018,2020-12-09T02:05:35.757+09:00
39846,9092,6,411,2438,2439,2439,0.05,68,11636,2152.23,2234.66,884567,290.018,2020-12-09T02:10:26.217+09:00
39846,9092,6,416,2438,2439,2439,0.1,61,11496,2128.89,2128.36,885620,290.019,2020-12-09T02:15:47.113+09:00
39846,9092,6,385,2438,2439,2439,0.05,60,11636,2287.89,2198.93,880839,290.015,2020-12-09T02:20:36.891+09:00
39846,9092,6,357,2438,2439,2439,0.05,67,13084,2431.76,2367.19,868140,290.02,2020-12-09T02:25:26.384+09:00
39846,9092,6,368,2438,2439,2439,0.05,102,11958,2383.02,2286.2,876951,290.016,2020-12-09T02:30:45.371+09:00
39846,9092,6,378,2439,2439,2439,0,65,11636,2305.39,2441.03,871439,290.019,2020-12-09T02:35:35.580+09:00
39846,9092,6,382,2438,2439,2439,0.09,66,10188,2286.82,2233.76,873567,290.019,2020-12-09T02:40:26.602+09:00
39846,9092,6,390,2439,2439,2439,0,60,11922,2253.82,2280.29,878988,290.017,2020-12-09T02:45:44.983+09:00
39846,9092,6,382,2438,2439,2439,0.05,69,12162,2310.62,2329.31,882658,290.019,2020-12-09T02:50:34.018+09:00
39846,9092,6,416,2438,2439,2439,0.08,65,10724,2133.5,2032.45,887534,290.016,2020-12-09T02:55:23.937+09:00
39846,9092,6,421,2438,2439,2439,0.08,68,13029,2109.74,2117.99,888199,290.016,2020-12-09T03:00:43.713+09:00
39846,9092,6,229,2438,2439,2439,0.09,77,12123,2290.37,2297.62,524494,170.02,2020-12-09T03:05:33.143+09:00
39846,9092,6,343,2438,2439,2439,0.09,96,13084,2516.85,2634.12,863280,290.016,2020-12-09T03:10:23.266+09:00
39846,9092,6,339,2439,2439,2439,0,61,12009,2547.65,2572.82,863652,290.021,2020-12-09T03:15:42.699+09:00
39846,9092,6,390,2438,2439,2439,0.11,65,12780,2256.39,2482.04,879994,290.02,2020-12-09T03:20:32.415+09:00
39846,9092,6,396,2437,2439,2439,0.12,121,10634,2236.48,2148.79,885647,290.018,2020-12-09T03:25:21.475+09:00
39846,9092,6,389,2438,2439,2439,0.07,65,12059,2292.77,2272.02,891889,290.014,2020-12-09T03:30:40.242+09:00
39846,9092,6,451,2438,2439,2439,0.07,71,11628,2006.61,2006.67,904980,290.017,2020-12-09T03:35:29.610+09:00
39846,9092,6,403,2438,2439,2439,0.12,130,11854,2192.17,2154.88,883445,290.015,2020-12-09T03:40:20.071+09:00
39846,9092,6,395,2438,2439,2439,0.09,63,11636,2239.89,2351.9,884758,290.017,2020-12-09T03:45:39.610+09:00
39846,9092,6,426,2438,2439,2439,0.08,74,13084,2091.8,2160.55,891106,290.02,2020-12-09T03:50:29.107+09:00
39846,9092,6,411,2437,2439,2439,0.18,65,13084,2174.88,2245.63,893875,290.015,2020-12-09T03:55:48.556+09:00
39846,9092,6,402,2438,2439,2439,0.09,61,12149,2207.91,2131.91,887578,290.016,2020-12-09T04:00:37.616+09:00
39846,9092,6,245,2438,2439,2439,0.09,100,11636,2176.14,2144.05,533155,170.017,2020-12-09T04:05:26.942+09:00
39846,9092,6,419,2438,2439,2439,0.11,59,10416,2119.34,2072.56,888005,290.02,2020-12-09T04:10:46.247+09:00
39846,9092,6,365,2438,2439,2439,0.05,64,13084,2405.68,2470.61,878073,290.015,2020-12-09T04:15:35.313+09:00
39846,9092,6,446,2438,2439,2439,0.08,65,11636,2021.63,2071.74,901648,290.016,2020-12-09T04:20:25.157+09:00
39846,9092,6,395,2438,2439,2439,0.09,112,11770,2222.71,2264.23,877969,290.017,2020-12-09T04:25:45.076+09:00
39846,9092,6,399,2438,2439,2439,0.07,59,10990,2231.74,2194.8,890463,290.016,2020-12-09T04:30:34.475+09:00
39846,9092,6,445,2438,2439,2439,0.11,59,11636,2027.36,2029.84,902175,290.018,2020-12-09T04:35:23.365+09:00
39846,9092,6,367,2438,2439,2439,0.05,69,12453,2375.31,2373.23,871740,290.016,2020-12-09T04:40:43.135+09:00
39846,9092,6,369,2438,2439,2439,0.05,77,11502,2373.63,2406.58,875870,290.018,2020-12-09T04:45:32.070+09:00
39846,9092,6,363,2438,2439,2439,0.07,99,12047,2397.81,2427.61,870404,290.015,2020-12-09T04:50:20.279+09:00
39846,9092,6,358,2438,2439,2439,0.09,64,12418,2429.95,2461.7,869923,290.015,2020-12-09T04:55:39.630+09:00
39846,9092,6,423,2438,2439,2439,0.1,61,10188,2091.97,1976.4,884904,290.018,2020-12-09T05:00:28.310+09:00
39846,9092,6,265,2438,2439,2439,0.12,64,10911,2020.94,2147.2,535548,170.016,2020-12-09T05:05:47.686+09:00
39846,9092,6,410,2438,2439,2439,0.07,74,11636,2163.65,2229.33,887096,290.015,2020-12-09T05:10:37.513+09:00
39846,9092,6,426,2437,2439,2439,0.14,92,11848,2083.01,2067.76,887363,290.018,2020-12-09T05:15:25.871+09:00
39846,9092,6,420,2438,2439,2439,0.11,86,10236,2093.25,2117.63,879164,290.015,2020-12-09T05:20:45.203+09:00
39846,9092,6,360,2438,2439,2439,0.05,59,12323,2409.29,2400.89,867346,290.016,2020-12-09T05:25:35.289+09:00
39846,9092,6,384,2438,2439,2439,0.05,99,11558,2291.56,2333.68,879958,290.017,2020-12-09T05:30:24.734+09:00
39846,9092,6,353,2439,2439,2439,0,61,11729,2482.69,2392.6,876391,290.019,2020-12-09T05:35:44.758+09:00
39846,9092,6,416,2438,2439,2439,0.12,76,11245,2133.44,2120.59,887513,290.016,2020-12-09T05:40:34.114+09:00
39846,9092,6,390,2439,2439,2439,0,69,10938,2262.68,2143.46,882444,290.019,2020-12-09T05:45:24.186+09:00
39846,9092,6,397,2438,2439,2439,0.09,61,11636,2225.44,2240.83,883498,290.015,2020-12-09T05:50:43.201+09:00
39846,9092,6,438,2438,2439,2439,0.07,61,11649,2053.22,2022.6,899310,290.016,2020-12-09T05:55:33.288+09:00
39846,9092,6,352,2439,2439,2439,0,71,11866,2469.36,2528.71,869216,290.013,2020-12-09T06:00:23.519+09:00
39846,9092,6,210,2438,2439,2439,0.1,101,11426,2484.54,2568.55,521754,170.017,2020-12-09T06:05:44.206+09:00
39846,9092,6,378,2438,2439,2439,0.09,60,10959,2303.72,2252.76,870805,290.016,2020-12-09T06:10:33.690+09:00
39846,9092,6,484,2431,2439,2439,0.44,66,13084,1882.07,1973.92,910921,290.019,2020-12-09T06:15:23.282+09:00
39846,9092,6,384,2438,2439,2439,0.09,108,12869,2274.58,2234.27,873439,290.018,2020-12-09T06:25:32.281+09:00
39846,9092,6,421,2438,2439,2439,0.08,88,13084,2128.42,2223.67,896066,290.014,2020-12-09T06:30:21.221+09:00
39846,9092,6,422,2434,2439,2439,0.26,64,10904,2122.92,2051.63,895874,290.018,2020-12-09T06:35:39.908+09:00
39846,9092,6,425,2438,2439,2439,0.1,97,12311,2098.83,2146.58,892002,290.016,2020-12-09T06:40:28.566+09:00
39846,9092,6,386,2438,2439,2439,0.09,96,12592,2259.31,2370.63,872094,290.015,2020-12-09T06:45:47.713+09:00
39846,9092,6,381,2438,2439,2439,0.05,59,12176,2314.56,2257.87,881849,290.017,2020-12-09T06:50:36.730+09:00
39846,9092,6,424,2438,2439,2439,0.05,62,11863,2088.8,2124.54,885650,290.018,2020-12-09T06:55:26.357+09:00
39846,9092,6,395,2438,2439,2439,0.09,65,11234,2232.54,2244.25,881854,290.014,2020-12-09T07:00:45.429+09:00
39846,9092,6,222,2438,2439,2439,0.09,70,11629,2353.24,2201.73,522420,170.017,2020-12-09T07:05:35.755+09:00
39846,9092,6,438,2438,2439,2439,0.08,81,11311,2038.48,1955.32,892856,290.014,2020-12-09T07:10:26.007+09:00
39846,9092,6,345,2438,2439,2439,0.05,64,12084,2531.09,2522.18,873227,290.012,2020-12-09T07:15:44.709+09:00
39846,9092,6,396,2435,2439,2439,0.21,87,12361,2252.14,2300.27,891848,290.016,2020-12-09T07:20:33.748+09:00
39846,9092,6,424,2438,2439,2439,0.07,62,11636,2102.79,2109.19,891582,290.017,2020-12-09T07:25:23.152+09:00
39846,9092,6,363,2438,2439,2439,0.07,62,10861,2387,2399,866482,290.018,2020-12-09T07:30:42.606+09:00
39846,9092,6,367,2439,2439,2439,0,75,11748,2386.61,2408.83,875886,290.016,2020-12-09T07:35:31.594+09:00
39846,9092,6,403,2439,2439,2439,0,65,11088,2191.23,2122.55,883064,290.017,2020-12-09T07:40:20.967+09:00
39846,9092,6,447,2438,2439,2439,0.13,61,13084,2006.01,2028.12,896687,290.019,2020-12-09T07:45:40.085+09:00
39846,9092,6,403,2438,2439,2439,0.05,61,11678,2178.18,2112.85,877805,290.015,2020-12-09T07:50:29.113+09:00
39846,9092,6,371,2438,2439,2439,0.07,117,11636,2351.59,2459.92,872439,290.019,2020-12-09T07:55:47.809+09:00
39846,9092,6,231,2438,2439,2439,0.07,61,11246,2304.89,2330.4,532429,170.016,2020-12-09T08:05:20.535+09:00
39846,9092,6,377,2438,2439,2439,0.07,87,11687,2324.54,2387.13,876352,290.01,2020-12-09T08:10:40.023+09:00
39846,9092,6,433,2438,2439,2439,0.12,69,11500,2074.21,2047.9,898134,290.017,2020-12-09T08:15:29.458+09:00
39846,9092,6,416,2438,2439,2439,0.05,61,12396,2143.51,2145.26,891700,290.011,2020-12-09T08:20:19.404+09:00
39846,9092,6,390,2438,2439,2439,0.11,69,13084,2275.88,2264.92,887593,290.017,2020-12-09T08:25:38.341+09:00
39846,9092,6,388,2438,2439,2439,0.07,60,11636,2279.04,2217.06,884266,290.01,2020-12-09T08:30:27.506+09:00
39846,9092,6,375,2438,2439,2439,0.1,60,11636,2328.1,2315.21,873038,290.017,2020-12-09T08:35:46.194+09:00
39846,9092,6,427,2439,2439,2439,0,101,10357,2079.84,2107.79,888093,290.017,2020-12-09T08:40:36.084+09:00
39846,9092,6,382,2438,2439,2439,0.05,99,10653,2292.35,2259.08,875676,290.015,2020-12-09T08:45:25.374+09:00
39846,9092,6,371,2438,2439,2439,0.05,93,11978,2368.07,2411.5,878553,290.019,2020-12-09T08:50:45.631+09:00
39846,9092,6,349,2439,2439,2439,0,94,11636,2488.76,2508.77,868578,290.017,2020-12-09T08:55:35.043+09:00
39846,9092,6,257,2438,2439,2439,0.11,61,11112,2075.29,2045.41,533349,170.017,2020-12-09T09:05:37.530+09:00
39846,9092,6,396,2437,2439,2439,0.11,87,10859,2224.46,2215.11,880886,290.018,2020-12-09T09:10:26.922+09:00
39846,9092,6,381,2438,2439,2439,0.09,106,13084,2299.83,2338.14,876235,290.017,2020-12-09T09:15:46.632+09:00
39846,9092,6,412,2438,2439,2439,0.11,93,10188,2157.85,2118.41,889033,290.016,2020-12-09T09:20:36.350+09:00
39846,9092,6,391,2439,2439,2439,0,72,12369,2255.73,2290.42,881989,290.015,2020-12-09T09:25:26.601+09:00
39846,9092,6,434,2438,2439,2439,0.11,107,11634,2069.83,1973.66,898306,290.016,2020-12-09T09:30:45.703+09:00
39846,9092,6,351,2438,2439,2439,0.12,61,11423,2481.99,2605.16,871177,290.015,2020-12-09T09:40:23.427+09:00
39846,9092,6,398,2435,2439,2439,0.22,99,11768,2230.91,2204.84,887901,290.017,2020-12-09T09:45:43.357+09:00
39846,9092,6,370,2438,2439,2439,0.07,76,12231,2372.14,2408.91,877691,290.017,2020-12-09T09:50:32.649+09:00
39846,9092,6,403,2438,2439,2439,0.1,61,11329,2196.07,2252.98,885017,290.015,2020-12-09T09:55:22.037+09:00
39846,9092,6,377,2439,2439,2439,0,98,12266,2337.17,2204.49,881112,290.019,2020-12-09T10:00:41.517+09:00
39846,9092,6,244,2438,2439,2439,0.06,61,13084,2176,2339.11,530944,170.016,2020-12-09T10:05:31.307+09:00
39846,9092,6,397,2438,2439,2439,0.07,97,11742,2220.99,2255.05,881734,290.014,2020-12-09T10:10:21.176+09:00
39846,9092,6,401,2438,2439,2439,0.05,99,13084,2203.79,2238.55,883721,290.02,2020-12-09T10:15:40.506+09:00
39846,9092,6,384,2438,2439,2439,0.09,99,12336,2288.7,2209.43,878859,290.016,2020-12-09T10:20:30.760+09:00
39846,9092,6,400,2438,2439,2439,0.05,99,11636,2204.57,2284.63,881827,290.018,2020-12-09T10:25:19.871+09:00
39846,9092,6,390,2438,2439,2439,0.07,68,11081,2239.62,2276.16,873452,290.017,2020-12-09T10:35:27.604+09:00
39846,9092,6,437,2438,2439,2439,0.07,74,12172,2053.17,2078.15,897237,290.019,2020-12-09T10:40:46.779+09:00
39846,9092,6,401,2438,2439,2439,0.07,66,11658,2197.27,2112.28,881106,290.017,2020-12-09T10:45:35.501+09:00
39846,9092,6,382,2438,2439,2439,0.07,61,10755,2295.73,2218.11,876970,290.015,2020-12-09T10:50:25.224+09:00
39846,9092,6,377,2438,2439,2439,0.05,129,10653,2312.06,2295.75,871646,290.019,2020-12-09T10:55:43.927+09:00
