avg_tcp_window_size,std_dev_tcp_window_size,min_data_bytes,max_data_bytes,avg_databytes,std_dev_databytes,total_data_bytes,Processing_time
2439,0.07,75.96,11980.56,2210.7348,2229.0724,848856.06,2020-12-03T06:00:21.032+09:00
2439,0,75.76,11973.42,2210.8096,2230.834,848930.38,2020-12-03T06:05:40.642+09:00
2439,0.05,74.36,11975.84,2212.6556,2232.5712,855889.04,2020-12-03T06:10:30.243+09:00
2439,0.11,74.1,11960.1,2208.553,2229.5972,855908.28,2020-12-03T06:15:19.520+09:00
2439,0.05,73.92,11968.22,2208.7106,2230.5506,855883.88,2020-12-03T06:20:39.287+09:00
2439,0.05,75.32,11935.26,2209.1778,2227.6742,848871.38,2020-12-03T06:25:28.950+09:00
2439,0.09,74.82,11945.36,2208.0848,2228.7788,848784.94,2020-12-03T06:30:19.502+09:00
2439,0.07,74.08,11938.08,2208.643,2227.9076,848624.84,2020-12-03T06:35:39.513+09:00
2439,0.12,73.22,11947.86,2211.4252,2229.3136,848416.34,2020-12-03T06:40:28.759+09:00
2439,0.13,73.98,11922.22,2216.8734,2229.469,848060.78,2020-12-03T06:45:48.668+09:00
2439,0.18,73.9,11935.16,2217.2576,2231.1608,848519.46,2020-12-03T06:55:26.853+09:00
2439,0.05,73.76,11926.52,2219.771,2234.207,848310.88,2020-12-03T07:00:46.493+09:00
2439,0.14,74.22,11948.54,2219.0256,2238.2056,848239.86,2020-12-03T07:05:35.288+09:00
2439,0.05,73.28,12000.12,2222.0488,2241.6688,855168.36,2020-12-03T07:10:24.753+09:00
2439,0.15,73.36,11989.96,2219.63,2239.7162,855296.6,2020-12-03T07:15:45.115+09:00
2439,0.09,73.58,12013.06,2228.984,2251.4878,847873.44,2020-12-03T07:20:35.767+09:00
2439,0.07,73.82,11975.16,2230.6682,2252.0464,847711.82,2020-12-03T07:25:25.864+09:00
2439,0.05,74.38,11970.42,2239.2888,2262.7062,846873.08,2020-12-03T07:35:34.481+09:00
2439,0.11,74.38,11989.12,2235.821,2256.7528,847038.14,2020-12-03T07:40:25.373+09:00
2439,0.08,74.34,11995.46,2243.5238,2267.1236,846606.64,2020-12-03T07:50:33.377+09:00
2439,0.16,74.18,12006.3,2246.4776,2270.2242,846094.06,2020-12-03T07:55:22.239+09:00
2439,0,74.18,11994.88,2243.6848,2268.2364,846206.98,2020-12-03T08:05:24.244+09:00
2439,0.27,74.12,11981.6,2237.8592,2259.343,853347.32,2020-12-03T08:10:42.859+09:00
2439,0.27,73.86,11949.98,2236.397,2258.201,853663.78,2020-12-03T08:15:32.548+09:00
2439,0.05,74.2,11923.7,2240.5472,2258.7778,853363.56,2020-12-03T08:20:22.212+09:00
2439,0.07,74.06,11930.4,2240.8246,2259.2126,853266.5,2020-12-03T08:25:41.923+09:00
2439,0.09,74.48,11946.58,2244.5746,2265.446,844814.32,2020-12-03T08:30:31.415+09:00
2439,0.09,72.9,11913.2,2247.8238,2268.7542,837598.74,2020-12-03T08:35:21.076+09:00
2439,0.13,72.64,11940.54,2245.6934,2266.6262,837753.14,2020-12-03T08:40:40.556+09:00
2439,0.1,73.4,11935.68,2246.8398,2268.4686,837978.62,2020-12-03T08:45:29.555+09:00
2439,0.08,73.58,11964.64,2250.4296,2272.5222,837803.14,2020-12-03T08:50:48.580+09:00
2439,0.1,73.2,11959.84,2250.8676,2275.7998,837521.24,2020-12-03T08:55:37.070+09:00
2439,0.11,74.04,11943.2,2252.8076,2273.7948,837322.34,2020-12-03T09:05:37.897+09:00
2439,0.57,73.98,11938.78,2255.955,2276.3004,844201.28,2020-12-03T09:10:26.238+09:00
2439,0.05,74.58,11964.28,2252.6074,2272.1434,844299.28,2020-12-03T09:15:45.367+09:00
2439,0.1,75.6,11966.1,2257.0734,2276.1362,844101.4,2020-12-03T09:20:34.060+09:00
2439,0.11,76.38,11959.44,2250.9534,2271.192,844430.64,2020-12-03T09:30:41.085+09:00
2439,0.09,76.38,11964.84,2243.6754,2265.6186,844910.78,2020-12-03T09:35:29.689+09:00
2439,0.13,76.32,11951.86,2245.7626,2265.3064,844687.86,2020-12-03T09:40:18.868+09:00
2439,0.1,76.38,11936.86,2238.1046,2257.6384,837896.12,2020-12-03T09:45:38.613+09:00
2439,0.1,76.4,11931,2233.0756,2253.4564,838331.38,2020-12-03T09:50:27.292+09:00
2439,0.1,76.3,11928.12,2233.8254,2253.1308,838245.88,2020-12-03T09:55:46.366+09:00
2439,0.1,75.98,11904.64,2234.8354,2256.6066,838240.5,2020-12-03T10:00:34.989+09:00
2439,0.09,75.74,11922.5,2237.8154,2261.6032,838040.52,2020-12-03T10:05:23.718+09:00
2439,0.07,75.26,11967.36,2250.5454,2278.7058,844489.4,2020-12-03T10:10:42.779+09:00
2439,0.07,75.14,12001.36,2254.6486,2285.6978,844244.4,2020-12-03T10:15:31.918+09:00
2439,0.07,75.1,11999.2,2251.3252,2284.2408,844476.22,2020-12-03T10:20:20.921+09:00
2439,0.09,75.1,12013.3,2252.3488,2286.2244,844329.88,2020-12-03T10:25:40.300+09:00
2439,0.05,75.02,11994.74,2247.1444,2282.6458,844718.64,2020-12-03T10:30:30.632+09:00
2439,0.1,75.28,11990.62,2251.9118,2285.6396,844332.04,2020-12-03T10:35:20.080+09:00
2439,0.1,77.7,11964.58,2257.9588,2288.8098,837166.12,2020-12-03T10:45:28.537+09:00
2439,0.11,77.72,11966.18,2257.5906,2291.2776,837158.96,2020-12-03T10:50:48.224+09:00
2439,0.09,77.76,11967.54,2259.4042,2291.3116,837012.98,2020-12-03T10:55:37.211+09:00
2439,0.1,78.28,11987.88,2270.6462,2302.4476,836480.62,2020-12-03T11:00:26.581+09:00
2439,0,78.3,11974.16,2270.9606,2303.3614,836296.52,2020-12-03T11:05:45.372+09:00
2439,0.11,77.04,12008.46,2267.7914,2299.4264,843532.4,2020-12-03T11:10:34.294+09:00
2439,0.05,77.02,11992.48,2267.8116,2298.292,843416.46,2020-12-03T11:15:23.649+09:00
2439,0.05,77.68,12007.04,2267.8522,2297.1192,843571.52,2020-12-03T11:20:41.673+09:00
2439,0.26,78.04,11990.16,2264.4172,2293.9478,843803.38,2020-12-03T11:25:32.206+09:00
2439,0.07,77.36,11977.58,2259.843,2291.342,844030.6,2020-12-03T11:30:21.236+09:00
2439,0,77.36,11993.6,2263.39,2295.7938,843508.42,2020-12-03T11:35:39.888+09:00
2439,0.15,77.46,11985.82,2262.7666,2293.881,843631.6,2020-12-03T11:40:28.702+09:00
2439,0.09,77.2,11946.64,2266.4574,2292.6954,836469.98,2020-12-03T11:45:47.721+09:00
2439,0.07,76.88,11946.64,2267.453,2295.894,836614.78,2020-12-03T11:50:37.879+09:00
2439,0,76.82,11943.6,2267.3396,2294.248,836480.82,2020-12-03T12:05:35.696+09:00
2439,0.07,77.22,11942.9,2261.5286,2289.7734,843745.96,2020-12-03T12:10:24.590+09:00
2439,0.08,76.98,11990.72,2261.28,2291.8198,843737.92,2020-12-03T12:15:43.608+09:00
2439,0.05,77.28,11969.46,2251.7742,2279.062,844274.82,2020-12-03T12:20:31.907+09:00
2439,0.08,77.28,11929.6,2252.7008,2280.1426,844357.1,2020-12-03T12:25:20.666+09:00
2439,0.09,77.36,11887.52,2247.381,2273.0904,836328.6,2020-12-03T12:30:40.234+09:00
2439,0.08,77.82,11883.78,2248.899,2274.4404,836400.8,2020-12-03T12:35:29.542+09:00
2439,0.09,78.38,11924.02,2254.9702,2280.7356,829038.6,2020-12-03T12:40:19.965+09:00
2439,0.07,78.36,11904.16,2251.25,2277.2086,829358.9,2020-12-03T12:45:39.438+09:00
2439,0.15,79.56,11934,2252.5844,2283.2678,828991.48,2020-12-03T12:50:29.293+09:00
2439,0.09,78.86,11935.56,2247.4184,2276.0382,829268.88,2020-12-03T12:55:18.695+09:00
2439,0.23,79.7,11950.2,2251.59,2278.1306,829214.36,2020-12-03T13:00:38.205+09:00
2439,0.16,78.94,12017.58,2249.6262,2275.679,837375.74,2020-12-03T13:05:26.574+09:00
2439,0.15,79.2,12035.44,2249.054,2275.3346,844300.46,2020-12-03T13:10:45.877+09:00
2439,0.11,79.98,12003.54,2251.2794,2279.3956,844051.4,2020-12-03T13:15:35.317+09:00
2439,0.08,79.22,11979.44,2248.584,2274.3118,843983.98,2020-12-03T13:20:25.230+09:00
2439,0.22,79.04,11959.94,2247.0756,2271.9894,844206.42,2020-12-03T13:25:44.188+09:00
2439,0.07,79.74,11968.02,2254.3814,2277.3706,843797.24,2020-12-03T13:30:34.013+09:00
2439,0.11,79,11991.2,2250.4932,2272.2812,837022.26,2020-12-03T13:35:22.248+09:00
2439,0.11,79.08,12019.92,2249.1192,2270.0254,837313.72,2020-12-03T13:40:40.995+09:00
2439,0.25,79.04,12000.36,2250.0742,2271.752,837435.04,2020-12-03T13:45:30.851+09:00
2439,0.05,77.62,12001.1,2242.286,2262.6002,837840.34,2020-12-03T13:50:19.770+09:00
2439,0.07,77.7,11953.64,2237.9246,2254.3452,838015.34,2020-12-03T13:55:39.919+09:00
2439,0.13,77.8,11935.86,2236.81,2251.1262,837934.34,2020-12-03T14:00:29.494+09:00
2439,0.06,77.76,11920.2,2235.4968,2250.7808,838109.48,2020-12-03T14:05:18.863+09:00
2439,0.13,77.68,11959.44,2248.5326,2266.0402,844302.66,2020-12-03T14:10:37.143+09:00
2439,0.13,77.32,11957.3,2249.1618,2266.744,844267.44,2020-12-03T14:20:45.772+09:00
2439,0.09,77.06,11942.56,2252.1782,2270.772,844358.04,2020-12-03T14:25:34.843+09:00
2439,0.09,77.68,11935.84,2250.895,2266.7108,844494.26,2020-12-03T14:30:24.686+09:00
2439,0.06,78.78,11927.44,2247.1316,2261.1886,837680.82,2020-12-03T14:35:43.530+09:00
2439,0.07,79.04,11903.66,2244.1638,2256.1286,837882.3,2020-12-03T14:40:31.940+09:00
2439,0.1,79.08,11845.74,2237.5738,2246.8312,838270.42,2020-12-03T14:45:20.463+09:00
2439,0.11,78.78,11874.7,2239.0272,2244.6306,837971.2,2020-12-03T14:50:39.421+09:00
2439,0.07,80.78,11878.42,2235.4608,2241.484,838213.78,2020-12-03T14:55:28.179+09:00
2439,0.05,80.86,11895.4,2231.1456,2234.936,838370.94,2020-12-03T15:00:48.034+09:00
2439,0,80.64,11895.4,2226.2962,2233.0378,838637.16,2020-12-03T15:05:37.764+09:00
2439,0.12,78.22,11899.54,2219.4676,2229.9582,845739.34,2020-12-03T15:10:27.216+09:00
2439,0.07,78.36,11899.54,2221.8892,2232.6142,845590.84,2020-12-03T15:15:45.783+09:00
2439,0,78.32,11904.52,2218.0406,2227.7538,845847.32,2020-12-03T15:20:34.730+09:00
2439,0.07,77.5,11928.88,2212.1288,2225.9694,838999.78,2020-12-03T15:25:25.051+09:00
2439,0.05,77.5,11967.02,2213.1946,2226.6042,839058.1,2020-12-03T15:30:44.373+09:00
2439,0.15,77.76,11915.94,2218.9926,2233.003,838678.24,2020-12-03T15:35:33.832+09:00
2439,0.05,77.92,11903.88,2222.702,2237.247,838497.24,2020-12-03T15:40:21.961+09:00
2439,0,77.22,11913.02,2221.2728,2237.483,838547.6,2020-12-03T15:45:41.252+09:00
2439,0.16,77.08,11899.46,2219.5018,2235.3622,838559.56,2020-12-03T15:50:29.911+09:00
2439,0.11,77.02,11912.2,2220.3952,2235.3292,838547.58,2020-12-03T15:55:18.574+09:00
2439,0.11,77.04,11883.24,2219.4026,2234.4448,838575.62,2020-12-03T16:00:37.950+09:00
2439,0.07,76.96,11898.92,2215.219,2229.6424,838952.24,2020-12-03T16:05:27.566+09:00
2439,0.07,76.68,11932.4,2210.1604,2225.685,846556.82,2020-12-03T16:15:35.467+09:00
2439,0.09,76.64,11913.46,2210.406,2226.983,846390.46,2020-12-03T16:25:43.334+09:00
2439,0.05,76.68,11907.46,2205.5948,2224.4734,846766.84,2020-12-03T16:35:20.132+09:00
2439,0.12,75.98,11915.64,2206.732,2224.7514,839664.02,2020-12-03T16:40:39.742+09:00
2439,0.17,77.74,11893.22,2209.7824,2227.518,839576.16,2020-12-03T16:45:29.056+09:00
2439,0.13,76.64,11870.34,2214.1752,2232.0276,839366.22,2020-12-03T16:50:18.794+09:00
2439,0.12,77.46,11896.3,2215.5824,2237.0134,839042.48,2020-12-03T16:55:37.848+09:00
2439,0.07,77.38,11912.7,2214.6498,2237.2844,847254.72,2020-12-03T17:00:26.912+09:00
2439,0.07,77.66,11920.64,2213.2096,2234.7378,847213.96,2020-12-03T17:05:45.934+09:00
2439,0.11,78.88,11891.68,2217.6224,2236.5382,853835.84,2020-12-03T17:10:35.010+09:00
2439,0.07,79.04,11911.54,2219.477,2240.1574,853668.98,2020-12-03T17:15:24.086+09:00
2439,0.11,78.16,11894.2,2218.6216,2234.3728,853717.64,2020-12-03T17:20:42.506+09:00
2439,0.05,78.1,11889.96,2219.8658,2238.0246,853832.56,2020-12-03T17:25:32.557+09:00
2439,0.12,77.36,11873.82,2212.3008,2232.3676,854406.9,2020-12-03T17:30:22.108+09:00
2439,0.09,77.2,11816.98,2207.4268,2227.1002,847622.34,2020-12-03T17:35:41.032+09:00
2439,0.05,77.1,11824.02,2207.6618,2225.9452,847711.2,2020-12-03T17:40:30.134+09:00
2439,0.07,76.34,11826.96,2205.2672,2221.1142,847846.5,2020-12-03T17:45:18.920+09:00
2439,0.05,76.34,11832.84,2209.3082,2224.0616,847689.72,2020-12-03T17:50:37.815+09:00
2439,0.07,76.32,11826.52,2208.1918,2222.0158,847738.3,2020-12-03T17:55:26.802+09:00
2439,0.06,75.68,11831.92,2201.1956,2215.3646,848325.38,2020-12-03T18:05:33.364+09:00
2439,0.07,75.6,11779.78,2195.6614,2210.8622,855709.26,2020-12-03T18:10:23.432+09:00
2439,0.1,75.5,11780.02,2194.9902,2211.274,855562.9,2020-12-03T18:15:43.917+09:00
2439,0.09,74.78,11806.66,2195.254,2212.8862,855337.62,2020-12-03T18:20:33.055+09:00
2439,0.09,75.52,11797.02,2195.8908,2215.679,855311.2,2020-12-03T18:25:22.078+09:00
2439,0.1,75.16,11851.74,2202.903,2224.9188,855038.28,2020-12-03T18:30:41.380+09:00
2439,0.11,76.1,11843.5,2200.3504,2222.9096,848200.9,2020-12-03T18:35:30.445+09:00
2439,0.07,76.06,11853.92,2198.9462,2218.0358,848429.62,2020-12-03T18:45:38.856+09:00
2439,0.1,76.06,11854.84,2197.1022,2212.615,848570.1,2020-12-03T18:50:27.626+09:00
2439,0.05,76.06,11845.98,2195.0982,2209.1792,848843.74,2020-12-03T18:55:47.720+09:00
2439,0.11,76.16,11866.74,2195.927,2209.5858,848538.44,2020-12-03T19:00:35.919+09:00
2439,0.09,76.36,11843.44,2188.8844,2200.046,848994.56,2020-12-03T19:05:24.863+09:00
2439,0.09,75.24,11847.88,2191.793,2204.0532,856268.48,2020-12-03T19:10:44.327+09:00
2439,0.1,74.98,11832.38,2182.6842,2193.1874,856932.86,2020-12-03T19:15:32.957+09:00
2439,0.08,75.66,11832.38,2180.9902,2190.5596,857459.7,2020-12-03T19:20:22.286+09:00
2439,0.14,75.9,11810.04,2185.696,2194.5022,857244.16,2020-12-03T19:25:40.982+09:00
2439,0,74.7,11773.38,2186.6328,2191.9874,850039.14,2020-12-03T19:30:31.161+09:00
2439,0.16,74.6,11757.52,2185.4752,2191.0968,849972.4,2020-12-03T19:40:38.950+09:00
2439,0.11,75,11786.48,2186.6012,2191.7442,850025.46,2020-12-03T19:45:28.676+09:00
2439,0.07,74.14,11779.42,2182.181,2184.323,850708.58,2020-12-03T19:50:47.619+09:00
2439,0.1,74,11799.3,2180.9676,2179.4538,850726.32,2020-12-03T19:55:36.364+09:00
2439,0.06,74.6,11791.56,2185.929,2186.7022,850235.84,2020-12-03T20:05:43.521+09:00
2439,0.07,74.72,11767.86,2187.1436,2182.3256,857193.92,2020-12-03T20:10:32.937+09:00
2439,0.13,75.54,11731.18,2192.0602,2186.991,856884.76,2020-12-03T20:15:22.808+09:00
2439,0.07,75.36,11751.94,2193.488,2191.0028,856742.06,2020-12-03T20:20:41.860+09:00
2439,0.12,75.26,11798.84,2192.0662,2189.294,856847.92,2020-12-03T20:25:30.377+09:00
2439,0.12,75.3,11772.06,2186.7676,2183.0732,849957.18,2020-12-03T20:30:19.706+09:00
2439,0.11,75.12,11802.5,2186.1344,2182.6326,850045.56,2020-12-03T20:35:38.086+09:00
2439,0.09,75.16,11828.5,2185.6802,2182.4656,849986.4,2020-12-03T20:40:27.184+09:00
2439,0.07,75.14,11843.96,2188.4488,2184.378,849820.66,2020-12-03T20:45:46.415+09:00
2439,0.08,75.68,11842.86,2190.1056,2186.1196,849695.18,2020-12-03T20:50:35.764+09:00
2439,0.1,75.66,11809.38,2187.735,2185.238,849631.02,2020-12-03T20:55:25.515+09:00
2439,0.08,76.12,11804.72,2186.0258,2182.5506,849715.78,2020-12-03T21:00:46.099+09:00
2439,0.07,76.14,11839.2,2189.4912,2185.7162,849632.06,2020-12-03T21:05:35.165+09:00
2439,0.05,76.24,11828.5,2187.1242,2183.0272,856870.2,2020-12-03T21:15:43.929+09:00
2439,0.09,74.42,11842.98,2186.6796,2182.2394,856754.7,2020-12-03T21:20:32.865+09:00
2439,0.11,75.16,11890,2183.4196,2178.4064,857038.74,2020-12-03T21:25:22.480+09:00
2439,0.11,74.32,11903.9,2183.5554,2175.2758,857095.08,2020-12-03T21:30:41.871+09:00
2439,0.11,74.7,11920.14,2182.1656,2172.6562,850108.74,2020-12-03T21:35:31.101+09:00
2439,0,74,11910.58,2179.533,2170.2454,850357.66,2020-12-03T21:40:20.798+09:00
2439,0.09,72.3,11889.5,2172.142,2165.391,850751.1,2020-12-03T21:45:40.686+09:00
2439,0.1,72.18,11918.46,2171.1334,2165.3974,850810.92,2020-12-03T21:50:31.662+09:00
2439,0.05,71.76,11877.88,2169.7518,2164.5848,851086.24,2020-12-03T21:55:20.658+09:00
2439,0.1,71.92,11868.02,2167.6418,2159.942,850951.28,2020-12-03T22:00:40.752+09:00
2439,0.06,71.84,11891.42,2169.9212,2160.7352,850676.68,2020-12-03T22:05:30.166+09:00
2439,0.11,71.64,11919.3,2179.2084,2170.9824,857179,2020-12-03T22:10:19.289+09:00
2439,0.07,71.58,11941.22,2177.4068,2169.5316,857299.64,2020-12-03T22:15:38.433+09:00
2439,0,71.54,11952.86,2179.0954,2173.9332,857318.8,2020-12-03T22:20:27.608+09:00
2439,0.09,71.54,11944.4,2172.9246,2169.4676,850621.54,2020-12-03T22:25:47.057+09:00
2439,0.05,72.26,11968.5,2169.4656,2165.3976,850801.7,2020-12-03T22:30:35.318+09:00
2439,0.06,72.96,11985.28,2172.4956,2168.3886,850541.46,2020-12-03T22:35:25.199+09:00
2439,0.11,73.3,11997.18,2175.206,2169.0424,850564.88,2020-12-03T22:40:44.545+09:00
2439,0.16,73.34,11959.08,2175.8332,2168.4478,850518.86,2020-12-03T22:45:33.842+09:00
2439,0.07,73.44,11935.44,2182.2862,2172.8636,850256.48,2020-12-03T22:50:22.990+09:00
2439,0.07,72.92,11960.38,2180.1098,2169.1734,850554.34,2020-12-03T23:00:31.129+09:00
2439,0.12,72.7,11950.2,2182.4356,2171.5454,850241.22,2020-12-03T23:05:20.853+09:00
2439,0.14,71.96,11961.42,2185.2594,2173.9432,857108.18,2020-12-03T23:10:40.107+09:00
2439,0.12,72.2,11953.68,2186.3204,2176.286,857011.14,2020-12-03T23:15:28.414+09:00
2439,0.09,72.68,11965.44,2182.6206,2175.8922,857357.64,2020-12-03T23:25:35.991+09:00
2439,0.1,72.98,11966.22,2187.749,2181.6298,856813.8,2020-12-03T23:30:26.362+09:00
2439,0.1,73.42,11936.58,2187.8308,2177.9654,849884.96,2020-12-03T23:35:45.548+09:00
2439,0.1,73.36,11995.68,2191.4978,2186.253,849446.32,2020-12-03T23:40:34.979+09:00
2439,0.1,74.08,12016.6,2190.0684,2183.3804,849199.76,2020-12-03T23:50:42.558+09:00
2439,0.07,74.86,12036.5,2194.1372,2189.0648,848694.24,2020-12-03T23:55:32.366+09:00
2439,0.12,74.7,12072.18,2209.7834,2206.4802,847494.76,2020-12-04T00:00:21.539+09:00
2439,0.06,74.74,12061.88,2204.6628,2202.7934,847958.92,2020-12-04T00:05:41.503+09:00
2439,0.08,74,12110.68,2205.7474,2206.6504,855127.76,2020-12-04T00:10:31.427+09:00
2439,0.27,74.28,12104.8,2210.9282,2212.9384,854787.54,2020-12-04T00:15:21.346+09:00
2439,0.1,73.7,12096.5,2207.8738,2208.2524,855078.66,2020-12-04T00:20:40.731+09:00
2439,0.07,74.18,12100.8,2208.2092,2209.2492,854682,2020-12-04T00:25:30.153+09:00
2439,0.05,74.3,12059.56,2201.4472,2204.7092,848020.52,2020-12-04T00:35:37.705+09:00
2439,0.12,73.8,12056.8,2198.0074,2198.9564,848631.02,2020-12-04T00:45:44.990+09:00
2439,0.11,73.74,12057.94,2191.3506,2192.4046,849157.54,2020-12-04T00:50:35.001+09:00
2439,0,72.94,12065.66,2180.5912,2181.6106,849814.82,2020-12-04T00:55:23.737+09:00
2439,0.07,73.02,12071.8,2175.3884,2174.7226,850055.56,2020-12-04T01:00:42.446+09:00
2439,0.11,72.84,12042.84,2170.1846,2166.4128,850507.92,2020-12-04T01:05:32.237+09:00
2439,0.12,73.72,12011.7,2175.4734,2167.6832,857394.86,2020-12-04T01:10:23.085+09:00
2439,0.1,74.3,11987.6,2181.0494,2173.7436,857211.9,2020-12-04T01:15:41.771+09:00
2439,0.07,74.26,11958.64,2183.1154,2176.8684,856950.96,2020-12-04T01:20:31.087+09:00
2439,0.36,74.8,11934.04,2176.242,2171.8256,857608.4,2020-12-04T01:25:19.719+09:00
2439,0.05,74.48,11963,2175.2142,2170.7776,857843.22,2020-12-04T01:30:38.654+09:00
2439,0.1,74.5,11989.64,2175.4244,2172.0986,858017.76,2020-12-04T01:35:28.087+09:00
2439,0.11,74.04,12013.24,2181.3894,2177.9978,850647.04,2020-12-04T01:40:47.703+09:00
2439,0.07,73.98,11984.28,2179.914,2175.229,850582.12,2020-12-04T01:45:36.403+09:00
2439,0.07,74.02,11992.22,2180.101,2175.5766,850525.32,2020-12-04T01:50:26.596+09:00
2439,0.1,74.12,11981.32,2179.0448,2177.265,850691.52,2020-12-04T01:55:45.305+09:00
2439,0.12,73.36,11954.06,2182.021,2181.3368,850387.06,2020-12-04T02:00:35.105+09:00
2439,0,73.6,11929.88,2182.3564,2183.2518,850310.52,2020-12-04T02:05:23.337+09:00
2439,0.1,73.74,11950.16,2188.5406,2189.1334,857033.28,2020-12-04T02:10:44.205+09:00
2439,0.11,73.84,11950.58,2192.55,2193.4422,856800.26,2020-12-04T02:15:34.861+09:00
2439,0.1,73.76,11976.36,2186.7304,2186.3658,857354.48,2020-12-04T02:20:23.279+09:00
2439,0.11,73.72,11954.26,2188.674,2186.5788,857183.6,2020-12-04T02:25:41.730+09:00
2439,0.07,73.76,11976.68,2190.4352,2189.8596,856975.7,2020-12-04T02:35:19.630+09:00
2439,0.05,74.26,11957.58,2192.4162,2191.8912,849832.02,2020-12-04T02:40:39.359+09:00
2439,0,74.92,11955.94,2195.3602,2197.445,849764.98,2020-12-04T02:45:29.328+09:00
2439,0.09,74.94,11937.22,2196.553,2196.9524,849760.62,2020-12-04T02:50:48.674+09:00
2439,0.11,75.6,11906.18,2197.843,2199.3498,849538.24,2020-12-04T03:00:26.396+09:00
2439,0,75.6,11889.08,2202.5868,2200.8514,849203.98,2020-12-04T03:05:45.117+09:00
2439,0.08,75.9,11913.36,2208.9348,2209.3924,855826.54,2020-12-04T03:10:35.107+09:00
2439,0.09,75.4,11894.08,2208.9268,2208.9678,856036.72,2020-12-04T03:15:24.447+09:00
2439,0.09,75.4,11892.28,2211.1116,2209.9074,856106.24,2020-12-04T03:20:43.260+09:00
2439,0.09,75.06,11907.34,2214.9854,2214.8438,855531.86,2020-12-04T03:25:32.535+09:00
2439,0.05,75.48,11936.02,2217.3208,2218.2174,855378.34,2020-12-04T03:30:21.338+09:00
2439,0,75.34,11952.58,2210.7778,2212.37,855687.28,2020-12-04T03:35:41.289+09:00
2439,0.15,75.72,11925.34,2214.9694,2217.995,848384.8,2020-12-04T03:40:32.816+09:00
2439,0.11,75.56,11868.6,2205.1106,2204.308,849098.3,2020-12-04T03:45:22.171+09:00
2439,0.05,75.66,11879.5,2206.694,2207.4228,848928.12,2020-12-04T03:50:41.387+09:00
2439,0.11,75.56,11879.46,2202.2182,2202.4268,849299.52,2020-12-04T03:55:31.637+09:00
2439,0.11,75.38,11832.28,2206.6606,2204.1904,848944.16,2020-12-04T04:00:22.404+09:00
2439,0.16,75.2,11865.22,2209.2972,2207.6264,848973.46,2020-12-04T04:05:42.401+09:00
2439,0.13,74.98,11887.02,2207.804,2212.0386,856172,2020-12-04T04:15:20.110+09:00
2439,0.1,74.18,11865.76,2205.234,2207.2738,856299.9,2020-12-04T04:20:39.894+09:00
2439,0.13,73.56,11865.76,2204.61,2208.5292,856402.48,2020-12-04T04:25:29.384+09:00
2439,0,72.84,11890.32,2211.938,2218.0466,856126.76,2020-12-04T04:30:48.268+09:00
2439,0.07,72.14,11888.74,2202.2254,2208.4932,856641.04,2020-12-04T04:35:36.878+09:00
2439,0.1,73.22,11909.54,2207.9044,2214.6734,849261.32,2020-12-04T04:45:44.687+09:00
2439,0,73.32,11918.9,2210.1224,2216.4582,848986.66,2020-12-04T04:50:34.277+09:00
2439,0.12,73,11918.6,2209.4686,2216.3432,849087.96,2020-12-04T04:55:23.469+09:00
2439,0.11,73.34,11902.02,2214.1594,2220.3718,848563.66,2020-12-04T05:00:42.280+09:00
2439,0.3,73.4,11901.92,2216.8858,2220.7952,848384.24,2020-12-04T05:05:31.614+09:00
2439,0.11,73.48,11927.4,2220.9204,2223.8854,855150.42,2020-12-04T05:10:20.469+09:00
2439,0.1,73.4,11930.96,2224.3238,2228.975,854761.76,2020-12-04T05:15:38.993+09:00
2439,0.09,74.16,11953.5,2231.3384,2237.1356,854280.56,2020-12-04T05:20:27.501+09:00
2439,0.12,74.26,11953.5,2238.26,2246.1976,853745.94,2020-12-04T05:25:47.563+09:00
2439,0.21,73.96,11991.76,2239.9438,2247.0626,854030.48,2020-12-04T05:30:37.144+09:00
2439,0,74.18,12020.72,2246.967,2259.2718,853489.6,2020-12-04T05:35:25.811+09:00
2439,0.1,73.28,12059.02,2248.2042,2264.2832,853320.76,2020-12-04T05:40:44.736+09:00
2439,0.07,72.8,12054.92,2246.1976,2259.5504,846411.42,2020-12-04T05:45:34.161+09:00
2439,0.07,73.46,12056.9,2248.6808,2261.468,846435.5,2020-12-04T05:50:23.479+09:00
2439,0.12,72.92,12071.26,2253.1864,2263.9656,845826.86,2020-12-04T05:55:42.378+09:00
2439,0,72.8,12046.66,2255.854,2264.5892,845393.58,2020-12-04T06:00:31.081+09:00
2439,0,73.16,12044.5,2257.823,2266.4718,844946.76,2020-12-04T06:05:21.122+09:00
2439,0.1,73.22,12015.54,2255.4196,2261.3352,851956.34,2020-12-04T06:10:41.076+09:00
2439,0.12,73.2,12004.24,2261.6658,2267.074,851682.36,2020-12-04T06:20:48.588+09:00
2439,0.09,72.96,11994.36,2261.927,2267.7608,851609.66,2020-12-04T06:25:38.059+09:00
2439,0.11,72.9,11984.24,2262.0902,2264.6544,851856.84,2020-12-04T06:30:27.155+09:00
2439,0.07,73.06,11986.42,2267.7086,2271.8166,851777.44,2020-12-04T06:35:46.776+09:00
2439,0.07,73.56,11987.94,2268.8382,2272.2318,851665.14,2020-12-04T06:40:37.352+09:00
2439,0.05,73.1,11997.2,2259.592,2267.55,845020.48,2020-12-04T06:45:27.043+09:00
2439,0.08,72.94,11994.72,2257.0822,2262.998,845057.02,2020-12-04T06:50:46.613+09:00
