min_tcp_window_size,max_tcp_window_size,avg_tcp_window_size,std_dev_tcp_window_size,min_data_bytes,max_data_bytes,avg_databytes,std_dev_databytes,total_data_bytes,flow_duration,Processing_time
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,465,185,156.83,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.35,77,102,98.88,8.84,791,2999.666,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,648,202.4,249.11,1012,0.371,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.451,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,648,276.67,287.64,1660,478238.156,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.196,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,497,185.83,165.81,1115,0.378,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.376,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.33,77,102,99.22,8.33,893,2999.742,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,186,478190.482,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,648,251.14,226.1,1758,355185.343,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,599.723,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,652,652,652,0,652,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,497,185.83,165.81,1115,0.375,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,648,202.4,249.11,1012,0.372,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,465,157,131.19,1413,123033.308,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,652,252.14,227.74,1765,54615.131,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,497,172.57,155.37,1208,355185.37,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,77,102,93.67,14.43,281,599.692,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,501,501,0,102,102,102,0,102,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,648,251.57,230.78,1761,232190.026,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,649,649,649,0,649,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.374,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,152,312,248.33,84.85,745,540.003,2021-12-20T16:58:07.207+09:00
502,502,502,0,649,649,649,0,649,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,642,201.2,246.42,1006,0.372,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,465,153.89,132.48,1385,535228.414,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.376,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,467,185.33,157.54,1112,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,648,370.5,392.44,741,355184.685,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.196,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,648,202.4,249.11,1012,0.371,2021-12-20T16:58:07.207+09:00
502,502,502,0,653,653,653,0,653,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.192,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,648,230.75,278.17,923,61219.759,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.379,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,645,201.8,247.76,1009,0.373,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.191,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,648,230.75,278.17,923,238769.805,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,648,362.5,403.76,725,122945.693,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,650,202.8,250,1014,0.371,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,494,185.33,164.68,1112,0.376,2021-12-20T16:58:07.207+09:00
502,502,502,0,653,653,653,0,653,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.194,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,645,201.8,247.76,1009,0.369,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.193,2021-12-20T16:58:07.207+09:00
501,502,501,0.31,77,465,125.65,89.96,2513,46114.915,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.373,2021-12-20T16:58:07.207+09:00
501,501,501,0,102,102,102,0,306,900,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,77,645,181,227.39,1086,396215.294,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,93,91.67,2.07,550,478187.009,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,495,154.22,138.67,1388,355227.327,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.193,2021-12-20T16:58:07.207+09:00
501,501,501,0,102,102,102,0,204,600,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.378,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,645,201.8,247.76,1009,0.371,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,465,185,156.83,1110,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,495,154.22,138.67,1388,710380.918,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,312,182.13,90.46,1457,355192.322,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.35,77,102,98.88,8.84,791,2999.677,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,77,102,97,11.18,485,1499.732,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.192,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.378,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,494,185.33,164.68,1112,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,648,202.4,249.11,1012,0.372,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,121,96.33,12.24,578,232205.124,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,494,185.33,164.68,1112,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.196,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.726,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,650,184.5,228.06,1107,355199.694,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,648,370.5,392.44,741,478223.878,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,465,185,156.83,1110,0.374,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,497,185.83,165.81,1115,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,494,185.33,164.68,1112,0.376,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,93,91.67,2.07,550,710411.907,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,77,102,93.5,11.79,374,451439.65,2021-12-20T16:58:07.207+09:00
501,501,501,0,102,102,102,0,204,600,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.55,152,312,236.4,67.06,1182,1080.222,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,77,102,96.33,10.13,578,259570.37,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,648,251.57,226.57,1761,532832.147,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.169,2021-12-20T16:58:07.207+09:00
501,502,501,0.55,152,312,236.4,67.06,1182,1080.233,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.194,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,93,92,2,368,765011.425,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,497,185.83,165.81,1115,0.375,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,645,201.8,247.76,1009,0.373,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.43,89,495,154.22,131.98,2776,765016.798,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.739,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,93,92,2,368,409842.88,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,465,171.86,147.33,1203,478194.39,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.372,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.42,77,465,149.3,125.86,1493,329324.079,2021-12-20T16:58:07.207+09:00
501,502,501,0.39,89,495,185.25,153.5,2223,416424.79,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.193,2021-12-20T16:58:07.207+09:00
501,502,501,0.46,77,102,97.75,8.96,782,341469.969,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,652,648.33,3.51,1945,478203.517,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.744,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.55,152,312,236.4,67.06,1182,1080.229,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.5,77,102,95.75,12.5,383,1199.689,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,648,251.14,230.26,1758,232221.802,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,93,92,2,368,245977.843,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,465,185,156.83,1110,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,494,185.33,164.68,1112,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.373,2021-12-20T16:58:07.207+09:00
501,502,501,0.52,89,648,184.17,227.24,1105,416424.16,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,648,230.75,278.17,923,478203.694,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,497,154.44,139.29,1390,54606.121,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,645,230,276.67,920,246020.185,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.55,152,312,236.4,67.06,1182,1080.186,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,470,171.54,131.9,2230,614778.838,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,152,312,232,113.14,464,0.103,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.374,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.194,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.376,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.378,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.193,2021-12-20T16:58:07.207+09:00
502,502,502,0,652,652,652,0,652,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,186,355184.412,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.194,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,89,648,202.4,249.11,1012,0.372,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,77,102,93.67,14.43,281,599.731,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.191,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,502,0.71,77,102,89.5,17.68,179,299.748,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.373,2021-12-20T16:58:07.207+09:00
501,502,501,0.46,77,102,97.75,8.96,782,109260.082,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,645,645,645,0,645,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.374,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,497,185.83,165.81,1115,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,121,101,17.44,303,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.46,77,465,161.13,139.88,1289,41314.915,2021-12-20T16:58:07.207+09:00
502,502,502,0,649,649,649,0,649,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.46,89,648,164.38,195.7,1315,532822.908,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,89,492,153.89,137.75,1385,409843.747,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,492,185,163.93,1110,0.374,2021-12-20T16:58:07.207+09:00
501,502,501,0.55,152,312,236.4,67.06,1182,1080.239,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.186,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,77,77,77,0,77,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,465,185,156.83,1110,0.377,2021-12-20T16:58:07.207+09:00
501,502,501,0.58,89,93,91.67,2.31,275,0.195,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,470,185.83,158.62,1115,0.374,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,465,185,156.83,1110,0.373,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.44,77,470,155.11,133.79,1396,369553.97,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,495,185.5,165.06,1113,0.377,2021-12-20T16:58:07.207+09:00
501,502,502,0.58,89,648,237.75,273.87,951,300618.194,2021-12-20T16:58:07.207+09:00
501,502,501,0.45,77,102,97,11.18,485,1499.474,2021-12-20T16:58:07.207+09:00
502,502,502,0,649,649,649,0,649,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,93,93,93,0,93,0,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
501,502,501,0.41,89,468,185.5,157.9,1113,0.376,2021-12-20T16:58:07.207+09:00
501,502,501,0.49,89,497,172.57,155.37,1208,655785.9,2021-12-20T16:58:07.207+09:00
502,502,502,0,648,648,648,0,648,0,2021-12-20T16:58:07.207+09:00
